question,question_hi,option_a,option_a_hi,option_b,option_b_hi,option_c,option_c_hi,option_d,option_d_hi,correct_answer,explanation,explanation_hi,subject,subject_hi,topic,topic_hi,difficulty,marks,negative_marks
Which shortcut copies selected text?,चयनित text को copy करने की shortcut key क्या है?,Ctrl+X,Ctrl+X,Ctrl+C,Ctrl+C,Ctrl+V,Ctrl+V,Ctrl+Z,Ctrl+Z,B,Ctrl+C copies the selected content.,Ctrl+C चयनित content को copy करता है।,Computer Science,कंप्यूटर विज्ञान,Computer Fundamentals,कंप्यूटर मूलभूत बातें,Easy,1,0.25
Which shortcut pastes copied content?,Copied content को paste करने की shortcut key क्या है?,Ctrl+P,Ctrl+P,Ctrl+V,Ctrl+V,Ctrl+S,Ctrl+S,Ctrl+A,Ctrl+A,B,Ctrl+V pastes copied or cut content.,Ctrl+V copied या cut content को paste करता है।,Computer Science,कंप्यूटर विज्ञान,Computer Fundamentals,कंप्यूटर मूलभूत बातें,Easy,1,0.25
Which device connects a computer to a network?,कंप्यूटर को network से जोड़ने वाला उपकरण कौन सा है?,NIC,एनआईसी,Plotter,प्लॉटर,Speaker,स्पीकर,Webcam,वेबकैम,A,A Network Interface Card provides network connectivity.,NIC कंप्यूटर को network connectivity प्रदान करता है।,Computer Science,कंप्यूटर विज्ञान,Computer Fundamentals,कंप्यूटर मूलभूत बातें,Easy,1,0.25
What does LAN stand for?,LAN का पूर्ण रूप क्या है?,Local Area Network,लोकल एरिया नेटवर्क,Large Access Network,लार्ज एक्सेस नेटवर्क,Linked Area Node,लिंक्ड एरिया नोड,Long Area Network,लॉन्ग एरिया नेटवर्क,A,LAN covers a relatively small geographic area.,LAN अपेक्षाकृत छोटे भौगोलिक क्षेत्र को cover करता है।,Computer Science,कंप्यूटर विज्ञान,Computer Networks,कंप्यूटर नेटवर्क,Easy,1,0.25
Which topology uses a central hub or switch?,कौन सी topology central hub या switch का प्रयोग करती है?,Bus,बस,Ring,रिंग,Star,स्टार,Mesh,मेश,C,Star topology connects devices to a central device.,Star topology में सभी devices एक central device से जुड़े होते हैं।,Computer Science,कंप्यूटर विज्ञान,Computer Networks,कंप्यूटर नेटवर्क,Easy,1,0.25
Which protocol is used to send email?,Email भेजने के लिए कौन सा protocol प्रयोग होता है?,SMTP,एसएमटीपी,POP3,पीओपी3,HTTP,एचटीटीपी,DNS,डीएनएस,A,SMTP is the standard protocol for sending email.,SMTP email भेजने का standard protocol है।,Computer Science,कंप्यूटर विज्ञान,Computer Networks,कंप्यूटर नेटवर्क,Easy,1,0.25
Which protocol translates domain names into IP addresses?,Domain names को IP addresses में translate करने वाला protocol कौन सा है?,FTP,एफटीपी,DNS,डीएनएस,SMTP,एसएमटीपी,SSH,एसएसएच,B,DNS resolves domain names to IP addresses.,DNS domain names को IP addresses में resolve करता है।,Computer Science,कंप्यूटर विज्ञान,Computer Networks,कंप्यूटर नेटवर्क,Easy,1,0.25
Which database language is used to query relational databases?,Relational databases को query करने के लिए कौन सी language प्रयोग होती है?,SQL,एसक्यूएल,HTML,एचटीएमएल,CSS,सीएसएस,XML,एक्सएमएल,A,"SQL is used to define, manipulate, and query relational data.","SQL relational data को define, manipulate और query करने के लिए प्रयोग होती है।",Computer Science,कंप्यूटर विज्ञान,DBMS,डेटाबेस प्रबंधन प्रणाली,Easy,1,0.25
Which SQL command retrieves data?,Data retrieve करने के लिए कौन सा SQL command प्रयोग होता है?,SELECT,SELECT,DELETE,DELETE,DROP,DROP,ALTER,ALTER,A,SELECT retrieves rows from one or more tables.,SELECT एक या अधिक tables से rows retrieve करता है।,Computer Science,कंप्यूटर विज्ञान,DBMS,डेटाबेस प्रबंधन प्रणाली,Easy,1,0.25
Which SQL command removes rows from a table?,Table से rows हटाने के लिए कौन सा SQL command प्रयोग होता है?,INSERT,INSERT,UPDATE,UPDATE,DELETE,DELETE,CREATE,CREATE,C,DELETE removes selected rows from a table.,DELETE table से selected rows हटाता है।,Computer Science,कंप्यूटर विज्ञान,DBMS,डेटाबेस प्रबंधन प्रणाली,Easy,1,0.25
Which key uniquely identifies a record in a table?,Table में record की uniquely पहचान किस key से होती है?,Foreign key,Foreign key,Primary key,Primary key,Candidate value,Candidate value,Data key,Data key,B,A primary key uniquely identifies each record.,Primary key प्रत्येक record की unique पहचान करती है।,Computer Science,कंप्यूटर विज्ञान,DBMS,डेटाबेस प्रबंधन प्रणाली,Easy,1,0.25
Which data structure follows FIFO?,कौन सी data structure FIFO का पालन करती है?,Stack,स्टैक,Queue,क्यू,Tree,ट्री,Graph,ग्राफ,B,"Queue follows First In, First Out.","Queue First In, First Out का पालन करती है।",Computer Science,कंप्यूटर विज्ञान,DBMS,डेटाबेस प्रबंधन प्रणाली,Easy,1,0.25
Which data structure follows LIFO?,कौन सी data structure LIFO का पालन करती है?,Queue,क्यू,Stack,स्टैक,Array,ऐरे,Graph,ग्राफ,B,"Stack follows Last In, First Out.","Stack Last In, First Out का पालन करता है।",Computer Science,कंप्यूटर विज्ञान,DBMS,डेटाबेस प्रबंधन प्रणाली,Easy,1,0.25
Which language is primarily used to style web pages?,Web pages को style करने के लिए मुख्यतः कौन सी language प्रयोग होती है?,HTML,एचटीएमएल,CSS,सीएसएस,SQL,एसक्यूएल,C,सी,B,CSS controls presentation and styling of web pages.,CSS web pages की presentation और styling को नियंत्रित करती है।,Computer Science,कंप्यूटर विज्ञान,Internet,इंटरनेट,Easy,1,0.25
Which language structures the content of web pages?,Web pages की content structure करने के लिए कौन सी language प्रयोग होती है?,HTML,एचटीएमएल,CSS,सीएसएस,SQL,एसक्यूएल,Bash,बैश,A,HTML defines the structure and content of web pages.,HTML web pages की structure और content को define करता है।,Computer Science,कंप्यूटर विज्ञान,Internet,इंटरनेट,Easy,1,0.25
Which is a common cyber attack that tricks users into revealing credentials?,कौन सा cyber attack users को credentials बताने के लिए धोखा देता है?,Phishing,फिशिंग,Formatting,फॉर्मेटिंग,Defragmentation,डीफ्रैगमेंटेशन,Compiling,कंपाइलिंग,A,Phishing uses deceptive messages or sites to steal sensitive information.,Phishing deceptive messages या sites से sensitive information चुराने का प्रयास है।,Computer Science,कंप्यूटर विज्ञान,Cyber Security,साइबर सुरक्षा,Easy,1,0.25
Which software helps protect against malware?,Malware से सुरक्षा में कौन सा software मदद करता है?,Antivirus,एंटीवायरस,Compiler,कंपाइलर,Debugger,डीबगर,Loader,लोडर,A,Antivirus software detects and helps remove malicious software.,Antivirus malicious software को detect और remove करने में मदद करता है।,Computer Science,कंप्यूटर विज्ञान,Cyber Security,साइबर सुरक्षा,Easy,1,0.25
Which symbol starts a single-line comment in Python?,Python में single-line comment किस symbol से शुरू होता है?,//,स्लैश स्लैश,#,#,<!--,ओपन एचटीएमएल कमेंट,/*,स्लैश स्टार,B,Python uses # for single-line comments.,Python में single-line comments के लिए # प्रयोग होता है।,Computer Science,कंप्यूटर विज्ञान,Cyber Security,साइबर सुरक्षा,Easy,1,0.25
Which data type stores True or False?,True या False को store करने के लिए कौन सा data type होता है?,Integer,इंटीजर,Boolean,बूलियन,Float,फ्लोट,String,स्ट्रिंग,B,Boolean represents logical True or False values.,Boolean logical True या False values को represent करता है।,Computer Science,कंप्यूटर विज्ञान,Cyber Security,साइबर सुरक्षा,Easy,1,0.25
What is an algorithm?,Algorithm क्या है?,A hardware device,एक hardware device,A finite sequence of steps to solve a problem,समस्या हल करने के सीमित चरणों का क्रम,A type of memory,एक memory प्रकार,A file format,एक file format,B,"An algorithm is a finite, ordered set of steps for solving a problem.",Algorithm किसी समस्या को हल करने के लिए सीमित और क्रमबद्ध steps का set है।,Computer Science,कंप्यूटर विज्ञान,Cyber Security,साइबर सुरक्षा,Easy,1,0.25
Which gate gives 1 only when both inputs are 1?,कौन सा gate तभी 1 देता है जब दोनों inputs 1 हों?,OR,OR,AND,AND,NOT,NOT,XOR,XOR,B,AND outputs 1 only if all its inputs are 1.,AND gate तभी 1 output देता है जब उसके सभी inputs 1 हों।,Computer Science,कंप्यूटर विज्ञान,Cyber Security,साइबर सुरक्षा,Easy,1,0.25
Which gate reverses its input?,कौन सा gate अपने input को उलट देता है?,AND,AND,OR,OR,NOT,NOT,XOR,XOR,C,NOT gate produces the complement of its input.,NOT gate input का complement output देता है।,Computer Science,कंप्यूटर विज्ञान,Programming,प्रोग्रामिंग,Easy,1,0.25
What is an IP address used for?,IP address का उपयोग किस लिए होता है?,Identifying a network interface/device,Network interface/device की पहचान,Printing documents,Documents print करने,Compressing files,Files compress करने,Editing images,Images edit करने,A,An IP address identifies a network interface on an IP network.,IP address IP network पर network interface की पहचान करता है।,Computer Science,कंप्यूटर विज्ञान,Programming,प्रोग्रामिंग,Medium,1,0.25
Which OSI layer handles routing?,OSI model की कौन सी layer routing संभालती है?,Data Link,डेटा लिंक,Network,नेटवर्क,Transport,ट्रांसपोर्ट,Session,सेशन,B,The Network layer is responsible for logical addressing and routing.,Network layer logical addressing और routing के लिए responsible है।,Computer Science,कंप्यूटर विज्ञान,Programming,प्रोग्रामिंग,Medium,1,0.25
Which OSI layer provides end-to-end delivery?,OSI model की कौन सी layer end-to-end delivery प्रदान करती है?,Physical,फिजिकल,Transport,ट्रांसपोर्ट,Presentation,प्रेजेंटेशन,Application,एप्लिकेशन,B,The Transport layer provides end-to-end delivery and reliability mechanisms.,Transport layer end-to-end delivery और reliability mechanisms प्रदान करती है।,Computer Science,कंप्यूटर विज्ञान,Programming,प्रोग्रामिंग,Medium,1,0.25
Which protocol automatically assigns IP addresses?,कौन सा protocol automatically IP addresses assign करता है?,DHCP,डीएचसीपी,DNS,डीएनएस,FTP,एफटीपी,ARP,एआरपी,A,DHCP dynamically assigns network configuration such as IP addresses.,DHCP IP address जैसी network configuration dynamically assign करता है।,Computer Science,कंप्यूटर विज्ञान,Computer Networks,कंप्यूटर नेटवर्क,Medium,1,0.25
Which protocol maps an IP address to a MAC address on a local network?,Local network पर IP address को MAC address से map करने वाला protocol कौन सा है?,ARP,एआरपी,DNS,डीएनएस,HTTP,एचटीटीपी,SMTP,एसएमटीपी,A,ARP resolves an IPv4 address to a MAC address on a local network.,ARP local network पर IPv4 address को MAC address में resolve करता है।,Computer Science,कंप्यूटर विज्ञान,Computer Networks,कंप्यूटर नेटवर्क,Medium,1,0.25
Which device forwards packets between different networks?,Different networks के बीच packets forward करने वाला device कौन सा है?,Switch,स्विच,Router,राउटर,Hub,हब,Repeater,रिपीटर,B,A router forwards packets between networks using network-layer addresses.,Router network-layer addresses के आधार पर networks के बीच packets forward करता है।,Computer Science,कंप्यूटर विज्ञान,Computer Networks,कंप्यूटर नेटवर्क,Medium,1,0.25
Which device primarily forwards frames using MAC addresses?,MAC addresses का उपयोग करके frames forward करने वाला device कौन सा है?,Router,राउटर,Switch,स्विच,Modem,मॉडेम,Firewall,फायरवॉल,B,A switch forwards Ethernet frames based on MAC addresses.,Switch MAC addresses के आधार पर Ethernet frames forward करता है।,Computer Science,कंप्यूटर विज्ञान,Computer Networks,कंप्यूटर नेटवर्क,Medium,1,0.25
What is normalization in DBMS?,DBMS में normalization क्या है?,Increasing redundancy,Redundancy बढ़ाना,Organizing data to reduce redundancy and anomalies,Redundancy और anomalies कम करने के लिए data organize करना,Encrypting every field,हर field encrypt करना,Deleting all indexes,सभी indexes हटाना,B,Normalization structures relational data to reduce redundancy and update anomalies.,Normalization relational data को इस तरह structure करती है कि redundancy और update anomalies कम हों।,Computer Science,कंप्यूटर विज्ञान,DBMS,डेटाबेस प्रबंधन प्रणाली,Medium,1,0.25
What does ACID in databases represent?,Databases में ACID किसे दर्शाता है?,"Atomicity, Consistency, Isolation, Durability","Atomicity, Consistency, Isolation, Durability","Access, Control, Index, Data","Access, Control, Index, Data","Array, Class, Input, Data","Array, Class, Input, Data","Automatic, Central, Internal, Direct","Automatic, Central, Internal, Direct",A,ACID describes key properties of reliable database transactions.,ACID reliable database transactions की प्रमुख properties को दर्शाता है।,Computer Science,कंप्यूटर विज्ञान,DBMS,डेटाबेस प्रबंधन प्रणाली,Medium,1,0.25
Which SQL clause filters rows?,Rows को filter करने के लिए कौन सा SQL clause प्रयोग होता है?,ORDER BY,ORDER BY,WHERE,WHERE,GROUP BY,GROUP BY,JOIN,JOIN,B,WHERE filters rows according to a condition.,WHERE condition के अनुसार rows को filter करता है।,Computer Science,कंप्यूटर विज्ञान,DBMS,डेटाबेस प्रबंधन प्रणाली,Medium,1,0.25
Which SQL clause sorts query results?,Query results को sort करने के लिए कौन सा SQL clause प्रयोग होता है?,ORDER BY,ORDER BY,WHERE,WHERE,HAVING,HAVING,FROM,FROM,A,ORDER BY sorts the result set by specified columns.,ORDER BY specified columns के आधार पर result set को sort करता है।,Computer Science,कंप्यूटर विज्ञान,DBMS,डेटाबेस प्रबंधन प्रणाली,Medium,1,0.25
Which SQL operation combines rows from related tables?,Related tables की rows को combine करने के लिए कौन सा SQL operation होता है?,JOIN,JOIN,DROP,DROP,TRUNCATE,TRUNCATE,COMMIT,COMMIT,A,JOIN combines related rows from multiple tables.,JOIN multiple tables की related rows को combine करता है।,Computer Science,कंप्यूटर विज्ञान,DBMS,डेटाबेस प्रबंधन प्रणाली,Medium,1,0.25
What is a foreign key?,Foreign key क्या है?,A key that references a key in another table,दूसरी table की key को reference करने वाली key,A key used only for sorting,केवल sorting के लिए key,A password,एक password,A duplicate primary key,duplicate primary key,A,A foreign key establishes a relationship by referencing a key in another table.,Foreign key दूसरी table की key को reference करके relationship स्थापित करती है।,Computer Science,कंप्यूटर विज्ञान,DBMS,डेटाबेस प्रबंधन प्रणाली,Medium,1,0.25
What is recursion?,Recursion क्या है?,A function calling itself,एक function का स्वयं को call करना,A loop with no condition,बिना condition का loop,Deleting a function,Function delete करना,Sorting data,Data sort करना,A,Recursion occurs when a function calls itself directly or indirectly.,जब function direct या indirect रूप से स्वयं को call करता है तो recursion होता है।,Computer Science,कंप्यूटर विज्ञान,DBMS,डेटाबेस प्रबंधन प्रणाली,Medium,1,0.25
Which sorting algorithm has average O(n log n) time and is stable in its standard merge form?,किस sorting algorithm की average time O(n log n) होती है और standard merge form stable है?,Bubble sort,बबल sort,Merge sort,मर्ज sort,Selection sort,सेलेक्शन sort,Linear search,Linear search,B,Merge sort runs in O(n log n) time and is stable when implemented normally.,Merge sort O(n log n) time में चलता है और सामान्य implementation में stable होता है।,Computer Science,कंप्यूटर विज्ञान,DBMS,डेटाबेस प्रबंधन प्रणाली,Medium,1,0.25
What is the time complexity of binary search on a sorted array?,Sorted array पर binary search की time complexity क्या है?,O(n),O(n),O(log n),O(log n),O(n²),O(n²),O(1) always,हमेशा O(1),B,Binary search halves the search interval at each step.,Binary search प्रत्येक step में search interval को आधा करता है।,Computer Science,कंप्यूटर विज्ञान,Operating Systems,ऑपरेटिंग सिस्टम,Medium,1,0.25
Which data structure is commonly used for BFS?,BFS के लिए सामान्यतः कौन सी data structure प्रयोग होती है?,Stack,स्टैक,Queue,क्यू,Heap,हीप,Array only,केवल array,B,Breadth-first search uses a queue to process vertices level by level.,BFS vertices को level-by-level process करने के लिए queue का उपयोग करता है।,Computer Science,कंप्यूटर विज्ञान,Operating Systems,ऑपरेटिंग सिस्टम,Medium,1,0.25
Which data structure is commonly used for DFS iteratively?,Iterative DFS के लिए सामान्यतः कौन सी data structure प्रयोग होती है?,Queue,क्यू,Stack,स्टैक,Hash table,हैश table,Heap,हीप,B,Iterative depth-first search uses a stack.,Iterative DFS stack का उपयोग करता है।,Computer Science,कंप्यूटर विज्ञान,Operating Systems,ऑपरेटिंग सिस्टम,Medium,1,0.25
What is a deadlock in an operating system?,Operating system में deadlock क्या है?,A state where processes wait indefinitely for resources,ऐसी स्थिति जिसमें processes resources के लिए अनिश्चित समय तक wait करें,A successful process,एक सफल process,A memory upgrade,एक memory upgrade,A file backup,एक file backup,A,Deadlock occurs when processes are permanently waiting for resources held by each other.,Deadlock में processes एक-दूसरे द्वारा held resources के लिए permanently wait करते हैं।,Computer Science,कंप्यूटर विज्ञान,Operating Systems,ऑपरेटिंग सिस्टम,Medium,1,0.25
Which scheduling algorithm gives each process a fixed time slice?,कौन सा scheduling algorithm प्रत्येक process को fixed time slice देता है?,FCFS,FCFS,Round Robin,Round Robin,SJF,SJF,Priority only,केवल Priority,B,Round Robin schedules processes using a time quantum.,Round Robin time quantum का उपयोग करके processes schedule करता है।,Computer Science,कंप्यूटर विज्ञान,Operating Systems,ऑपरेटिंग सिस्टम,Medium,1,0.25
What is virtual memory?,Virtual memory क्या है?,A technique using secondary storage to extend apparent main memory,Secondary storage का उपयोग करके apparent main memory बढ़ाने की तकनीक,Only cache memory,केवल cache memory,A type of ROM,ROM का प्रकार,A network protocol,एक network protocol,A,Virtual memory allows secondary storage to act as an extension of RAM.,Virtual memory secondary storage को RAM के extension के रूप में उपयोग करने देती है।,Computer Science,कंप्यूटर विज्ञान,Operating Systems,ऑपरेटिंग सिस्टम,Medium,1,0.25
Which page replacement algorithm replaces the page that has not been used for the longest time in the past?,कौन सा page replacement algorithm उस page को replace करता है जो past में सबसे लंबे समय से use नहीं हुआ?,FIFO,FIFO,LRU,LRU,Optimal,Optimal,Round Robin,Round Robin,B,LRU replaces the least recently used page.,LRU least recently used page को replace करता है।,Computer Science,कंप्यूटर विज्ञान,Operating Systems,ऑपरेटिंग सिस्टम,Medium,1,0.25
What is a process?,Process क्या है?,A program in execution,Execution में चल रहा program,A stored file only,केवल stored file,A hardware port,एक hardware port,A network cable,एक network cable,A,A process is an instance of a program that is currently executing.,Process वर्तमान में execute हो रहे program का instance है।,Computer Science,कंप्यूटर विज्ञान,Operating Systems,ऑपरेटिंग सिस्टम,Medium,1,0.25
Which memory is closest to the CPU and usually fastest?,CPU के सबसे करीब और सामान्यतः सबसे तेज memory कौन सी है?,Cache,कैश,Hard disk,हार्ड डिस्क,Optical disk,ऑप्टिकल डिस्क,USB drive,USB drive,A,CPU cache is high-speed memory located close to or within the processor hierarchy.,CPU cache high-speed memory है जो processor hierarchy के बहुत करीब होती है।,Computer Science,कंप्यूटर विज्ञान,Operating Systems,ऑपरेटिंग सिस्टम,Medium,1,0.25
Which cyber principle ensures data is not altered without authorization?,कौन सा cyber security principle सुनिश्चित करता है कि data बिना authorization बदला न जाए?,Confidentiality,गोपनीयता,Integrity,अखंडता,Availability,उपलब्धता,Usability,उपयोगिता,B,Integrity protects data from unauthorized alteration.,Integrity data को unauthorized alteration से बचाती है।,Computer Science,कंप्यूटर विज्ञान,Data Structures,डेटा संरचनाएँ,Medium,1,0.25
Which cyber principle ensures authorized users can access systems when needed?,कौन सा cyber security principle सुनिश्चित करता है कि authorized users जरूरत पर systems access कर सकें?,Integrity,अखंडता,Availability,उपलब्धता,Confidentiality,गोपनीयता,Nonrepudiation,अस्वीकरण न होना,B,Availability means systems and data are accessible when required by authorized users.,Availability का अर्थ authorized users के लिए जरूरत के समय systems और data accessible होना है।,Computer Science,कंप्यूटर विज्ञान,Data Structures,डेटा संरचनाएँ,Medium,1,0.25
What is hashing commonly used for?,Hashing का सामान्य उपयोग किस लिए होता है?,One-way representation of data such as passwords,Passwords जैसे data की one-way representation,Reversible compression only,केवल reversible compression,Printing,Printing,Routing,Routing,A,Cryptographic hashing creates a fixed-length digest and is commonly used for password verification.,Cryptographic hashing fixed-length digest बनाता है और password verification में उपयोग होता है।,Computer Science,कंप्यूटर विज्ञान,Data Structures,डेटा संरचनाएँ,Medium,1,0.25
What is a firewall?,Firewall क्या है?,A security system that controls network traffic,Network traffic को नियंत्रित करने वाला security system,A word processor,एक word processor,A compiler,एक compiler,A database table,एक database table,A,A firewall filters network traffic according to security rules.,Firewall security rules के अनुसार network traffic filter करता है।,Computer Science,कंप्यूटर विज्ञान,Data Structures,डेटा संरचनाएँ,Medium,1,0.25
Which encryption uses the same key for encryption and decryption?,कौन सा encryption encryption और decryption के लिए same key उपयोग करता है?,Symmetric encryption,Symmetric encryption,Asymmetric encryption,Asymmetric encryption,Hashing,Hashing,Tokenization,Tokenization,A,Symmetric encryption uses the same secret key for both operations.,Symmetric encryption में encryption और decryption दोनों के लिए same secret key होती है।,Computer Science,कंप्यूटर विज्ञान,Data Structures,डेटा संरचनाएँ,Medium,1,0.25
"Which technology provides a distributed, tamper-resistant ledger?","कौन सी technology distributed, tamper-resistant ledger प्रदान करती है?",Blockchain,ब्लॉकचेन,Spreadsheet,स्प्रेडशीट,Compiler,कंपाइलर,BIOS,BIOS,A,Blockchain records transactions across a distributed network with cryptographic linking.,Blockchain distributed network पर transactions को cryptographic linking के साथ record करता है।,Computer Science,कंप्यूटर विज्ञान,Cyber Security,साइबर सुरक्षा,Medium,1,0.25
Which HTML tag creates a hyperlink?,कौन सा HTML tag hyperlink बनाता है?,<p>,<p>,<a>,<a>,<h1>,<h1>,<img>,<img>,B,The <a> element defines a hyperlink.,<a> element hyperlink define करता है।,Computer Science,कंप्यूटर विज्ञान,Cyber Security,साइबर सुरक्षा,Medium,1,0.25
Which CSS property changes text color?,Text color बदलने के लिए कौन सी CSS property होती है?,font-size,font-size,color,color,background,background,text-style,text-style,B,The CSS color property sets the foreground text color.,CSS color property text का foreground color set करती है।,Computer Science,कंप्यूटर विज्ञान,Cyber Security,साइबर सुरक्षा,Medium,1,0.25
