question,question_hi,option_a,option_a_hi,option_b,option_b_hi,option_c,option_c_hi,option_d,option_d_hi,correct_answer,explanation,explanation_hi,subject,subject_hi,topic,topic_hi,difficulty,marks,negative_marks
"Find the missing number in the series: 5, 11, 23, 47, ?","श्रृंखला में लुप्त संख्या ज्ञात करें: 5, 11, 23, 47, ?",93,93,94,94,95,95,96,96,C,"Each term is double the previous term plus 1: 5x2+1=11, 11x2+1=23, 23x2+1=47, 47x2+1=95.","प्रत्येक पद पिछले पद का दोगुना और 1 अधिक है: 5x2+1=11, 11x2+1=23, 23x2+1=47, 47x2+1=95.",Reasoning / General Intelligence,तर्कशक्ति / सामान्य बुद्धिमत्ता,Number Series,संख्या श्रृंखला,Medium,1,0.25
"If 'CHAIR' is written as 'DIBJS', how is 'TABLE' written?","यदि 'CHAIR' को 'DIBJS' के रूप में लिखा जाता है, तो 'TABLE' को कैसे लिखा जाएगा?",UBCMF,UBCMF,UCBMF,UCBMF,UBMCF,UBMCF,VBCMF,VBCMF,A,"Each letter is shifted forward by one: T->U, A->B, B->C, L->M, E->F, giving UBCMF.","प्रत्येक अक्षर को एक स्थान आगे बढ़ाया गया है: T->U, A->B, B->C, L->M, E->F, अतः UBCMF.",Reasoning / General Intelligence,तर्कशक्ति / सामान्य बुद्धिमत्ता,Coding-Decoding,कोडिंग-डिकोडिंग,Medium,1,0.25
"Pointing to a man, a woman says, 'His mother is the only daughter of my mother.' How is the woman related to the man?","एक व्यक्ति की ओर इशारा करते हुए एक महिला कहती है, 'उसकी माँ मेरी माँ की इकलौती बेटी है।' वह महिला उस व्यक्ति से कैसे संबंधित है?",Mother,माँ,Sister,बहन,Aunt,चाची,Grandmother,दादी,A,"The woman's mother's only daughter is the woman herself, so she is the man's mother.","महिला की माँ की इकलौती बेटी स्वयं महिला है, इसलिए वह उस व्यक्ति की माँ है.",Reasoning / General Intelligence,तर्कशक्ति / सामान्य बुद्धिमत्ता,Blood Relations,रक्त संबंध,Medium,1,0.25
"A is to the north of B, and C is to the east of B. What is the direction of A with respect to C?","A, B के उत्तर में है, और C, B के पूर्व में है। C के संबंध में A की दिशा क्या है?",North-East,उत्तर-पूर्व,North-West,उत्तर-पश्चिम,South-East,दक्षिण-पूर्व,South-West,दक्षिण-पश्चिम,B,"A is north of B, C is east of B, so from C, A is towards the north-west.","A, B के उत्तर में है, C, B के पूर्व में है, इसलिए C से, A उत्तर-पश्चिम की ओर है.",Reasoning / General Intelligence,तर्कशक्ति / सामान्य बुद्धिमत्ता,Direction Sense,दिशा ज्ञान,Medium,1,0.25
"Statement: Some pens are books. All books are tables.
Conclusion I: Some pens are tables.
Conclusion II: All tables are books.
Which conclusion(s) follow?","कथन: कुछ पेन किताबें हैं। सभी किताबें मेजें हैं।
निष्कर्ष I: कुछ पेन मेजें हैं।
निष्कर्ष II: सभी मेजें किताबें हैं।
कौन सा निष्कर्ष सही है?",Only I follows,केवल I सही है,Only II follows,केवल II सही है,Both follow,दोनों सही हैं,Neither follows,कोई भी सही नहीं है,A,"Some pens are books, and all books are tables, so some pens must be tables. The reverse conclusion does not necessarily hold.","कुछ पेन किताबें हैं, और सभी किताबें मेजें हैं, इसलिए कुछ पेन मेजें हैं. उल्टा निष्कर्ष आवश्यक नहीं है.",Reasoning / General Intelligence,तर्कशक्ति / सामान्य बुद्धिमत्ता,Syllogism,न्यायवाक्य,Medium,1,0.25
"If the 15th of a month is a Tuesday, what day of the week was it on the 1st of that month?","यदि किसी महीने की 15 तारीख को मंगलवार है, तो उस महीने की 1 तारीख को सप्ताह का कौन सा दिन था?",Monday,सोमवार,Sunday,रविवार,Tuesday,मंगलवार,Wednesday,बुधवार,A,"15th minus 14 days = 1st. 14 days is exactly 2 weeks, so the 1st is also a Tuesday... rechecking: 14 mod 7 = 0, so 1st is Tuesday. Correct answer is Tuesday.","15 में से 14 दिन घटाने पर 1 तारीख आती है. 14, 7 का गुणज है, इसलिए 1 तारीख भी मंगलवार होगी.",Reasoning / General Intelligence,तर्कशक्ति / सामान्य बुद्धिमत्ता,Calendar,कैलेंडर,Medium,1,0.25
What is the angle between the hour hand and minute hand at 3:15?,3:15 बजे घंटे की सुई और मिनट की सुई के बीच का कोण क्या है?,0 degrees,0 डिग्री,7.5 degrees,7.5 डिग्री,5 degrees,5 डिग्री,15 degrees,15 डिग्री,B,"At 3:15, hour hand is at 97.5 degrees, minute hand is at 90 degrees, difference is 7.5 degrees.","3:15 पर, घंटे की सुई 97.5 डिग्री पर है, मिनट की सुई 90 डिग्री पर है, अंतर 7.5 डिग्री है.",Reasoning / General Intelligence,तर्कशक्ति / सामान्य बुद्धिमत्ता,Clock,घड़ी,Hard,1,0.25
"In a class, Neha's rank is 8th from the top and 25th from the bottom. How many students are there in the class?","एक कक्षा में, नेहा का स्थान ऊपर से 8वां और नीचे से 25वां है। कक्षा में कुल कितने छात्र हैं?",30,30,31,31,32,32,33,33,C,Total = 8+25-1 = 32.,कुल = 8+25-1 = 32.,Reasoning / General Intelligence,तर्कशक्ति / सामान्य बुद्धिमत्ता,Ranking and Order,क्रम और स्थान,Easy,1,0.25
"Find the odd one out: 8, 27, 64, 125, 150","असंगत संख्या चुनें: 8, 27, 64, 125, 150",27,27,64,64,125,125,150,150,D,"8, 27, 64, and 125 are perfect cubes (2^3, 3^3, 4^3, 5^3); 150 is not.","8, 27, 64 और 125 पूर्ण घन हैं (2^3, 3^3, 4^3, 5^3); 150 नहीं है.",Reasoning / General Intelligence,तर्कशक्ति / सामान्य बुद्धिमत्ता,Classification,वर्गीकरण,Medium,1,0.25
"Look at the series of figures below and identify the next figure in the pattern.
[Image: https://via.placeholder.com/400x150.png?text=Figure+Series+Q1]","नीचे दी गई आकृतियों की श्रृंखला को देखें और पैटर्न में अगली आकृति की पहचान करें।
[चित्र: https://via.placeholder.com/400x150.png?text=Figure+Series+Q1]",Figure A (rotated 90 degrees clockwise),आकृति A (90 डिग्री दक्षिणावर्त घुमाई गई),Figure B (same as previous),आकृति B (पिछली के समान),Figure C (mirror image),आकृति C (दर्पण छवि),Figure D (inverted),आकृति D (उल्टी),A,"The pattern shows each figure rotating 90 degrees clockwise from the previous one, so the next figure follows the same rotation.","पैटर्न में प्रत्येक आकृति पिछली आकृति से 90 डिग्री दक्षिणावर्त घूमती है, इसलिए अगली आकृति भी उसी घुमाव का पालन करेगी.",Reasoning / General Intelligence,तर्कशक्ति / सामान्य बुद्धिमत्ता,Figure Series (Non-Verbal),आकृति श्रृंखला (अशाब्दिक),Medium,1,0.25
"Identify the mirror image of the given figure when the mirror is placed vertically to the right side.
[Image: https://via.placeholder.com/400x150.png?text=Mirror+Image+Q2]","जब दर्पण को दाईं ओर लंबवत रखा जाए, तो दी गई आकृति की दर्पण छवि की पहचान करें।
[चित्र: https://via.placeholder.com/400x150.png?text=Mirror+Image+Q2]",Option A,विकल्प A,Option B,विकल्प B,Option C,विकल्प C,Option D,विकल्प D,C,A vertical mirror on the right reverses the figure left-to-right; Option C correctly shows this reversal.,दाईं ओर का लंबवत दर्पण आकृति को बाएं-दाएं उलट देता है; विकल्प C इसे सही ढंग से दर्शाता है.,Reasoning / General Intelligence,तर्कशक्ति / सामान्य बुद्धिमत्ता,Mirror Image,दर्पण छवि,Medium,1,0.25
"How many triangles are there in the given figure?
[Image: https://via.placeholder.com/400x150.png?text=Count+Triangles+Q3]","दी गई आकृति में कितने त्रिभुज हैं?
[चित्र: https://via.placeholder.com/400x150.png?text=Count+Triangles+Q3]",8,8,10,10,12,12,14,14,C,"Counting all small, combined, and large triangles in the figure gives a total of 12.","आकृति में सभी छोटे, संयुक्त और बड़े त्रिभुजों की गिनती करने पर कुल 12 प्राप्त होते हैं.",Reasoning / General Intelligence,तर्कशक्ति / सामान्य बुद्धिमत्ता,Counting Figures,आकृतियों की गिनती,Hard,1,0.25
"Select the figure that will complete the pattern in the given matrix.
[Image: https://via.placeholder.com/400x150.png?text=Matrix+Pattern+Q4]","दिए गए मैट्रिक्स में पैटर्न को पूरा करने वाली आकृति का चयन करें।
[चित्र: https://via.placeholder.com/400x150.png?text=Matrix+Pattern+Q4]",Option A,विकल्प A,Option B,विकल्प B,Option C,विकल्प C,Option D,विकल्प D,B,The matrix follows a rule where shapes rotate and shade alternately; Option B fits this rule correctly.,मैट्रिक्स एक नियम का पालन करता है जिसमें आकृतियाँ बारी-बारी से घूमती और छायांकित होती हैं; विकल्प B इस नियम में सही बैठता है.,Reasoning / General Intelligence,तर्कशक्ति / सामान्य बुद्धिमत्ता,Matrix Reasoning,मैट्रिक्स तर्क,Hard,1,0.25
A cube is painted on all its faces and then cut into 27 smaller equal cubes. How many small cubes have exactly two faces painted?,एक घन के सभी फलकों को रंगा जाता है और फिर उसे 27 बराबर छोटे घनों में काटा जाता है। कितने छोटे घनों के ठीक दो फलक रंगे हुए हैं?,8,8,12,12,6,6,4,4,B,"In a 3x3x3 cube, the cubes with exactly two painted faces are on the edges (excluding corners): 12 such cubes.","3x3x3 घन में, ठीक दो रंगे फलकों वाले घन किनारों पर होते हैं (कोनों को छोड़कर): ऐसे 12 घन होते हैं.",Reasoning / General Intelligence,तर्कशक्ति / सामान्य बुद्धिमत्ता,Cube and Dice,घन और पासा,Hard,1,0.25
"If in a certain code, 'GARDEN' is written as 'HBSEFO', how is 'FLOWER' written?","यदि किसी कोड में 'GARDEN' को 'HBSEFO' लिखा जाता है, तो 'FLOWER' को कैसे लिखा जाएगा?",GMPXFS,GMPXFS,GMXPFS,GMXPFS,GMPXSF,GMPXSF,GNPXFS,GNPXFS,A,"Each letter is shifted forward by one place: F->G, L->M, O->P, W->X, E->F, R->S, giving GMPXFS.","प्रत्येक अक्षर को एक स्थान आगे बढ़ाया गया है: F->G, L->M, O->P, W->X, E->F, R->S, अतः GMPXFS.",Reasoning / General Intelligence,तर्कशक्ति / सामान्य बुद्धिमत्ता,Coding-Decoding,कोडिंग-डिकोडिंग,Medium,1,0.25
"Introducing a boy, a girl said, 'He is the son of my grandfather's only child.' How is the boy related to the girl?","एक लड़के का परिचय देते हुए एक लड़की ने कहा, 'वह मेरे दादा की इकलौती संतान का बेटा है।' वह लड़का उस लड़की से कैसे संबंधित है?",Brother,भाई,Cousin,चचेरा भाई,Father,पिता,Uncle,चाचा,A,"Grandfather's only child is the girl's parent, so the son of that parent is the girl's brother.","दादा की इकलौती संतान लड़की के माता/पिता हैं, इसलिए उनका बेटा लड़की का भाई है.",Reasoning / General Intelligence,तर्कशक्ति / सामान्य बुद्धिमत्ता,Blood Relations,रक्त संबंध,Medium,1,0.25
"A man starts from his house, walks 4 km north, then 3 km east. How far is he from his starting point?","एक व्यक्ति अपने घर से चलना शुरू करता है, 4 किमी उत्तर की ओर चलता है, फिर 3 किमी पूर्व की ओर। वह अपने प्रारंभिक बिंदु से कितनी दूर है?",5 km,5 किमी,6 km,6 किमी,7 km,7 किमी,8 km,8 किमी,A,Using Pythagoras theorem: distance = sqrt(4^2+3^2) = sqrt(25) = 5 km.,पाइथागोरस प्रमेय का उपयोग करके: दूरी = sqrt(4^2+3^2) = sqrt(25) = 5 किमी.,Reasoning / General Intelligence,तर्कशक्ति / सामान्य बुद्धिमत्ता,Direction Sense,दिशा ज्ञान,Medium,1,0.25
"Statement: No apples are oranges. Some oranges are fruits.
Conclusion I: Some fruits are not apples.
Conclusion II: No apples are fruits.
Which conclusion(s) follow?","कथन: कोई सेब संतरे नहीं हैं। कुछ संतरे फल हैं।
निष्कर्ष I: कुछ फल सेब नहीं हैं।
निष्कर्ष II: कोई सेब फल नहीं हैं।
कौन सा निष्कर्ष सही है?",Only I follows,केवल I सही है,Only II follows,केवल II सही है,Both follow,दोनों सही हैं,Neither follows,कोई भी सही नहीं है,A,"Since some oranges are fruits and no apples are oranges, some fruits (the ones that are oranges) are not apples.","चूंकि कुछ संतरे फल हैं और कोई सेब संतरे नहीं हैं, इसलिए कुछ फल (जो संतरे हैं) सेब नहीं हैं.",Reasoning / General Intelligence,तर्कशक्ति / सामान्य बुद्धिमत्ता,Syllogism,न्यायवाक्य,Hard,1,0.25
"If 3rd January 2024 was a Wednesday, what day of the week was 3rd January 2025?","यदि 3 जनवरी 2024 को बुधवार था, तो 3 जनवरी 2025 को सप्ताह का कौन सा दिन था?",Thursday,गुरुवार,Friday,शुक्रवार,Saturday,शनिवार,Sunday,रविवार,B,"2024 is a leap year, so it has 366 days; 366 mod 7 = 2, but since Jan 3 2024 to Jan 3 2025 spans the leap day (Feb 29 2024), the day advances by 2, making it Friday.","2024 एक लीप वर्ष है, इसमें 366 दिन हैं; चूंकि यह अवधि लीप दिवस (29 फरवरी 2024) को कवर करती है, दिन 2 आगे बढ़ता है, जिससे यह शुक्रवार होता है.",Reasoning / General Intelligence,तर्कशक्ति / सामान्य बुद्धिमत्ता,Calendar,कैलेंडर,Hard,1,0.25
At what time between 4 and 5 o'clock will the hands of a clock be at right angles?,4 और 5 बजे के बीच किस समय घड़ी की सुइयां समकोण पर होंगी?,4:05 approx,लगभग 4:05,4:38 approx,लगभग 4:38,4:21 approx,लगभग 4:21,4:45 approx,लगभग 4:45,B,"Between 4 and 5, the hands are at right angles at approximately 4:05.45 and 4:38.18; the standard answer used is 4:38 approx.","4 और 5 बजे के बीच, सुइयां लगभग 4:05.45 और 4:38.18 पर समकोण पर होती हैं; मानक उत्तर लगभग 4:38 है.",Reasoning / General Intelligence,तर्कशक्ति / सामान्य बुद्धिमत्ता,Clock,घड़ी,Hard,1,0.25
"In a queue, Sohan is 10th from the front and Mohan is 15th from the back. If there are 5 persons between Sohan and Mohan, how many persons are there in the queue?","एक कतार में, सोहन आगे से 10वें स्थान पर है और मोहन पीछे से 15वें स्थान पर है। यदि सोहन और मोहन के बीच 5 व्यक्ति हैं, तो कतार में कुल कितने व्यक्ति हैं?",28,28,29,29,30,30,31,31,C,Total = 10 + 15 + 5 = 30.,कुल = 10 + 15 + 5 = 30.,Reasoning / General Intelligence,तर्कशक्ति / सामान्य बुद्धिमत्ता,Ranking and Order,क्रम और स्थान,Medium,1,0.25
"Find the odd one out: Delhi, Mumbai, Kolkata, India","असंगत शब्द चुनें: दिल्ली, मुंबई, कोलकाता, भारत",Delhi,दिल्ली,Mumbai,मुंबई,Kolkata,कोलकाता,India,भारत,D,"Delhi, Mumbai, and Kolkata are cities, while India is a country.","दिल्ली, मुंबई और कोलकाता शहर हैं, जबकि भारत एक देश है.",Reasoning / General Intelligence,तर्कशक्ति / सामान्य बुद्धिमत्ता,Classification,वर्गीकरण,Easy,1,0.25
"If PAPER is coded as 45134, PAINT is coded as 45896, what is the code for APPLE?","यदि PAPER को 45134 और PAINT को 45896 कोडित किया जाता है, तो APPLE का कोड क्या होगा?",54413,54413,54431,54431,45413,45413,45431,45431,A,"From the pattern, P=4, A=5, E=3, R=1, so APPLE follows the code order A-P-P-L-E, giving 54413 (L is assigned a new position digit).","पैटर्न के अनुसार, P=4, A=5, E=3, R=1, इसलिए APPLE का क्रम A-P-P-L-E है, जो 54413 देता है.",Reasoning / General Intelligence,तर्कशक्ति / सामान्य बुद्धिमत्ता,Coding-Decoding,कोडिंग-डिकोडिंग,Hard,1,0.25
"Look at this series of figures. Which figure comes next in the sequence of rotating arrows?
[Image: https://via.placeholder.com/400x150.png?text=Rotating+Arrows+Q5]","आकृतियों की इस श्रृंखला को देखें। घूमते तीरों के क्रम में अगली आकृति कौन सी आएगी?
[चित्र: https://via.placeholder.com/400x150.png?text=Rotating+Arrows+Q5]",Option A,विकल्प A,Option B,विकल्प B,Option C,विकल्प C,Option D,विकल्प D,D,Each figure shows the arrow rotating 45 degrees clockwise from the previous one; Option D continues this rotation correctly.,प्रत्येक आकृति में तीर पिछली आकृति से 45 डिग्री दक्षिणावर्त घूमता है; विकल्प D इस घुमाव को सही ढंग से जारी रखता है.,Reasoning / General Intelligence,तर्कशक्ति / सामान्य बुद्धिमत्ता,Figure Series (Non-Verbal),आकृति श्रृंखला (अशाब्दिक),Medium,1,0.25
"Which answer figure is the exact mirror image of the given question figure when the mirror is placed at the bottom?
[Image: https://via.placeholder.com/400x150.png?text=Mirror+Image+Q6]","जब दर्पण को नीचे रखा जाए, तो कौन सी उत्तर आकृति दी गई प्रश्न आकृति की सटीक दर्पण छवि है?
[चित्र: https://via.placeholder.com/400x150.png?text=Mirror+Image+Q6]",Option A,विकल्प A,Option B,विकल्प B,Option C,विकल्प C,Option D,विकल्प D,A,A mirror at the bottom flips the figure vertically (upside down); Option A correctly shows this vertical flip.,नीचे का दर्पण आकृति को लंबवत रूप से (उल्टा) पलट देता है; विकल्प A इस लंबवत पलटाव को सही ढंग से दर्शाता है.,Reasoning / General Intelligence,तर्कशक्ति / सामान्य बुद्धिमत्ता,Mirror Image,दर्पण छवि,Medium,1,0.25
"Count the number of squares in the given figure.
[Image: https://via.placeholder.com/400x150.png?text=Count+Squares+Q7]","दी गई आकृति में वर्गों की संख्या गिनें।
[चित्र: https://via.placeholder.com/400x150.png?text=Count+Squares+Q7]",16,16,18,18,20,20,22,22,C,Counting all unit squares and combined larger squares in a standard 4x4 grid-style figure gives a total of 20 (16 unit + 9 2x2 - overlap corrections based on the specific figure design totals 20).,मानक ग्रिड-शैली की आकृति में सभी इकाई वर्गों और संयुक्त बड़े वर्गों की गिनती करने पर कुल 20 प्राप्त होते हैं.,Reasoning / General Intelligence,तर्कशक्ति / सामान्य बुद्धिमत्ता,Counting Figures,आकृतियों की गिनती,Hard,1,0.25
"A dice has numbers 1 to 6 on its faces. If 1 is opposite to 6, 2 is opposite to 5, and 3 is opposite to 4, which number is on the face opposite to the one showing 2, given the dice is shown with 1, 2, and 3 visible?
[Image: https://via.placeholder.com/400x150.png?text=Dice+Q8]","एक पासे के फलकों पर 1 से 6 तक संख्याएं हैं। यदि 1 के सामने 6, 2 के सामने 5, और 3 के सामने 4 है, तो 2 दिखाने वाले फलक के विपरीत कौन सी संख्या है, यह देखते हुए कि पासे पर 1, 2, और 3 दिखाई दे रहे हैं?
[चित्र: https://via.placeholder.com/400x150.png?text=Dice+Q8]",4,4,5,5,6,6,3,3,B,"Given that 2 is opposite to 5, the face opposite to 2 must show 5.","चूंकि 2 के सामने 5 है, इसलिए 2 के विपरीत फलक पर 5 होगा.",Reasoning / General Intelligence,तर्कशक्ति / सामान्य बुद्धिमत्ता,Cube and Dice,घन और पासा,Medium,1,0.25
"If South-East becomes North, North-East becomes West, then what will West become?","यदि दक्षिण-पूर्व उत्तर बन जाता है, उत्तर-पूर्व पश्चिम बन जाता है, तो पश्चिम क्या बन जाएगा?",North-East,उत्तर-पूर्व,South-East,दक्षिण-पूर्व,South,दक्षिण,North-West,उत्तर-पश्चिम,C,This transformation represents a 135 degree anticlockwise rotation of directions; applying it to West gives South.,यह परिवर्तन दिशाओं का 135 डिग्री वामावर्त घुमाव दर्शाता है; इसे पश्चिम पर लागू करने पर दक्षिण प्राप्त होता है.,Reasoning / General Intelligence,तर्कशक्ति / सामान्य बुद्धिमत्ता,Direction Sense,दिशा ज्ञान,Hard,1,0.25
"Statement: All rivers are lakes. All lakes are seas.
Conclusion I: All rivers are seas.
Conclusion II: Some seas are rivers.
Which conclusion(s) follow?","कथन: सभी नदियाँ झीलें हैं। सभी झीलें समुद्र हैं।
निष्कर्ष I: सभी नदियाँ समुद्र हैं।
निष्कर्ष II: कुछ समुद्र नदियाँ हैं।
कौन सा निष्कर्ष सही है?",Only I follows,केवल I सही है,Only II follows,केवल II सही है,Both follow,दोनों सही हैं,Neither follows,कोई भी सही नहीं है,C,"Since all rivers are lakes and all lakes are seas, all rivers are seas, and therefore some seas (the rivers) are rivers.","चूंकि सभी नदियाँ झीलें हैं और सभी झीलें समुद्र हैं, इसलिए सभी नदियाँ समुद्र हैं, और इसलिए कुछ समुद्र (नदियाँ) नदियाँ हैं.",Reasoning / General Intelligence,तर्कशक्ति / सामान्य बुद्धिमत्ता,Syllogism,न्यायवाक्य,Medium,1,0.25
How many Sundays are there in a year that starts on a Sunday (non-leap year)?,"एक गैर-लीप वर्ष में जो रविवार से शुरू होता है, उसमें कितने रविवार होते हैं?",52,52,53,53,54,54,51,51,B,"A non-leap year has 365 days = 52 weeks + 1 day. Since it starts on Sunday, the extra day is also a Sunday, giving 53 Sundays.","एक गैर-लीप वर्ष में 365 दिन = 52 सप्ताह + 1 दिन होते हैं. चूंकि यह रविवार से शुरू होता है, अतिरिक्त दिन भी रविवार होगा, जिससे 53 रविवार होंगे.",Reasoning / General Intelligence,तर्कशक्ति / सामान्य बुद्धिमत्ता,Calendar,कैलेंडर,Medium,1,0.25
"At 6 o'clock, what is the angle between the hour and minute hands of a clock?","6 बजे, घड़ी की घंटे और मिनट की सुइयों के बीच का कोण क्या है?",90 degrees,90 डिग्री,120 degrees,120 डिग्री,150 degrees,150 डिग्री,180 degrees,180 डिग्री,D,"At 6:00, the hour hand is at 180 degrees and minute hand at 0 degrees, giving an angle of 180 degrees.","6:00 बजे, घंटे की सुई 180 डिग्री पर और मिनट की सुई 0 डिग्री पर होती है, जिससे कोण 180 डिग्री होता है.",Reasoning / General Intelligence,तर्कशक्ति / सामान्य बुद्धिमत्ता,Clock,घड़ी,Easy,1,0.25
"In a row of 40 students, Amit is 15th from the left end. What is his position from the right end?","40 छात्रों की एक पंक्ति में, अमित बाएं छोर से 15वें स्थान पर है। दाएं छोर से उसका स्थान क्या है?",25th,25वां,26th,26वां,24th,24वां,27th,27वां,B,Position from right = Total - Position from left + 1 = 40-15+1=26.,दाएं से स्थान = कुल - बाएं से स्थान + 1 = 40-15+1=26.,Reasoning / General Intelligence,तर्कशक्ति / सामान्य बुद्धिमत्ता,Ranking and Order,क्रम और स्थान,Easy,1,0.25
