"question","question_hi","option_a","option_a_hi","option_b","option_b_hi","option_c","option_c_hi","option_d","option_d_hi","correct_answer","explanation","explanation_hi","subject","subject_hi","topic","topic_hi","difficulty","marks","negative_marks"
"The weights of 4 boxes are 40, 90, 50 and 90 kg.. Which of the following cannot be the total weight, in kg., of any combination of these boxes and in a combination a box can be used only once?","चार बक्सों का वजन 40, 90, 50 और 90 किग्रा. है। निम्नलिखित में से बक्सों के किसी भी संयोजन से कुल वज़न, fm. में कौन सा नहीं हो सकता?","270","270","250","250","180","180","230","230","B","","","General Intelligence & Reasoning","सामान्य बुद्धिमत्ता एवं तर्कशक्ति","","","","1","0.25"
"From the given words, select the word which cannot be formed using the letters of the given word. FRUCTOSE","निम्नलिखित विकल्पों में से वह शब्द चुनिए जो दिए गए शब्द के अक्षरों का प्रयोग करके नहीं बनाया जा सकता। FRUCTOSE","REACT","","RECUT","","FORCE","","CREST","","A","","","General Intelligence & Reasoning","सामान्य बुद्धिमत्ता एवं तर्कशक्ति","","","","1","0.25"
"If BLURTED is coded as YOFIGVW, then how will ZIG be coded as?","यदि BLURTED को किसी कोड 4 YOFIGVW लिखा जाता है, तो ZIG को उसी कोड में क्या लिखा जाएगा?","ART","","PQE","","UJM","","GYP","","A","","","General Intelligence & Reasoning","सामान्य बुद्धिमत्ता एवं तर्कशक्ति","","","","1","0.25"
"In a certain code language, '+' represents '×', '-' represents '+', '×' represents '÷' and '÷' represents '-'. What is the answer to the following question? 5 + 4 ÷ 24 × 8 = ?","S+4224x8","17","17","67","67","76","76","-8","-8","A","","","General Intelligence & Reasoning","सामान्य बुद्धिमत्ता एवं तर्कशक्ति","","","","1","0.25"
"If 10#4=7, 21#3=12 and 10#2=6, then what is the value of 20#8=?","यदि 10#4=7, 2143=12 और 10#2=6, तो 2048 =? का मान क्या होगा?","48","48","14","14","97","97","37","37","B","","","General Intelligence & Reasoning","सामान्य बुद्धिमत्ता एवं तर्कशक्ति","","","","1","0.25"
"image","image","14","14","16","16","24","24","5","5","D","","","General Intelligence & Reasoning","सामान्य बुद्धिमत्ता एवं तर्कशक्ति","","","","1","0.25"
"A truck travels 29 km North, then it turns West and travels 19 km, then it turns South and Travels 45 km, then it turns to its left and travels 19 km. Where is it now with reference to its starting position?","एक ट्रक 29 कि.मी. उत्तर की ओर चलता है, फिर वह पश्चिम की ओर मुड़ जाता है और 19 कि.मी. चलता है, फिर वह दक्षिण की ओर मुड़ जाता है और 45 कि.मी. चलता है, फिर यह अपनी बाईं ओर मुड़ जाता है और 19 कि.मी. चलता है। वह अपनी प्रारंभिक स्थिति से अब कहां हैं?","74 km South","74 कि.मी. दक्षिण","16 km North","16 कि.मी. उत्तर","16 km South","16 कि.मी. दक्षिण","74 km North","74 कि.मी. उत्तर","C","","","General Intelligence & Reasoning","सामान्य बुद्धिमत्ता एवं तर्कशक्ति","","","","1","0.25"
"In the question two statements are given, followed by two conclusions, I and II. You have to consider the statements to be true even if it seems to be at variance from commonly known facts. You have to decide which of the given conclusions, if any, follows from the given statements. Statement 1 : No cars are trucks. 2 : All trucks are jeeps. Conclusion I : Some cars are jeeps. II : No trucks are cars.","प्रश्ष में दो कथन दिये गये हैं जिसके आगे दो निष्कर्ष 1 और 1 हैं। आपको मानना है कि दोनों कथन सत्य है चाहे वह सामान्यतः ज्ञात तथ्यों से भिन्न प्रतीत होते हों। आपको निर्णय करना है की दिए गए निष्कर्षों में से कोन-सा/कौन-से निश्चित रूप से कथन द्वारा सही निकाला जा सकता है/सकते हैं, यदि कोई हो। कथन 1 : कोई कार ट्रक नहीं है। 2: सभी ट्रक जीप हैं। निष्कर्ष 1: कुछ कारें जीप हैं। IL: कोई ट्रक कार नहीं है।","Only conclusion I follows","केवल निष्कर्ष 1 सही है","Only conclusion II follows","केवल निष्कर्ष ग सही है","Both I and II follow","दोनों निष्कर्ष 1 और गा सही है","Neither I nor II follows","ar att Prem 1 सही है ना ही निष्कर्ष 11","B","","","General Intelligence & Reasoning","सामान्य बुद्धिमत्ता एवं तर्कशक्ति","","","","1","0.25"
"image","image","image","image","image","image","image","image","image","image","D","","","General Intelligence & Reasoning","सामान्य बुद्धिमत्ता एवं तर्कशक्ति","","","","1","0.25"
"image","image","B,F,G","","D,A,F","","B,C","","G,F","","A","","","General Intelligence & Reasoning","सामान्य बुद्धिमत्ता एवं तर्कशक्ति","","","","1","0.25"
"image","image","image","image","image","image","image","image","image","image","A","","","General Intelligence & Reasoning","सामान्य बुद्धिमत्ता एवं तर्कशक्ति","","","","1","0.25"
"image","image","image","image","image","image","image","image","image","image","B","","","General Intelligence & Reasoning","सामान्य बुद्धिमत्ता एवं तर्कशक्ति","","","","1","0.25"
"image","image","image","image","image","image","image","image","image","image","B","","","General Intelligence & Reasoning","सामान्य बुद्धिमत्ता एवं तर्कशक्ति","","","","1","0.25"
"image","image","image","image","image","image","image","image","image","image","B","","","General Intelligence & Reasoning","सामान्य बुद्धिमत्ता एवं तर्कशक्ति","","","","1","0.25"
"image","image","23,01,75,97","23,01,75,97","23,42,68,67","23,42,68,67","04,34,99,55","04,34,99,55","57,75,11,41","57,75,11,41","D","","","General Intelligence & Reasoning","सामान्य बुद्धिमत्ता एवं तर्कशक्ति","","","","1","0.25"
"What is the remainder when 3456 is divided by 39?","जब 3456 को 39 से विभाजित किया जाता है तो शेष कया होता है?","24","24","27","27","29","29","31","31","A","","","Quantitative Aptitude","मात्रात्मक योग्यता","","","","1","0.25"
"A can do a work in 4.5 days and B in 5.5 days. If they work on it together, then in how many days will they be able to do the work?","#& एक काम को 4.5 दिनों में और 8 5.5 दिनों में कर सकता है। अगर वे एक साथ मिलकर यह काम करते हैं, तो वे कितने दिनों में यह काम करने में सक्षम होंगे?","99/40","99/40","9/4","9/4","90/44","90/44","44/9","44/9","A","","","Quantitative Aptitude","मात्रात्मक योग्यता","","","","1","0.25"
"Area of 4 walls of a cuboid is 816 sq cm, its length is 18 cm and height is 12 cm. What is its breadth (in cm)?","एक आबतफलकी की चारों दीवारों का क्षेत्रफल 816 वर्ग से.मी., इसकी लंबाई 18 से.मी. और ऊंचाई 12 से मी. है। इसकी चौड़ाई (से.मी. में) क्या है?","14","14","12","12","16","16","10","10","C","","","Quantitative Aptitude","मात्रात्मक योग्यता","","","","1","0.25"
"At 25% discount the selling price of an article is Rs 4800, what is the selling price (in Rs) if the discount is 38%?","25% छूट पर एक वस्तु का बिक्री मूल्य 4800 रु है, यदि छूट 38% है तो बिक्री मूल्य (रु में) क्या है?","4968","4968","3968","3968","3698","3698","4698","4698","B","","","Quantitative Aptitude","मात्रात्मक योग्यता","","","","1","0.25"
"What is the fourth proportional to 415, 225 and 166?","415, 225 और 166 का चौथा अनुपातिक क्या >","80","80","70","70","90","90","60","60","C","","","Quantitative Aptitude","मात्रात्मक योग्यता","","","","1","0.25"
"What is the average of all numbers between 13 and 110 which are divisible by 11?","13 से 110 के बीच सभी संख्याओं का औसत क्या है जो 11 से विभाज्य है?","63","63","61","61","60.5","60.5","59","59","C","","","Quantitative Aptitude","मात्रात्मक योग्यता","","","","1","0.25"
"A trader had 1800 kgs of jowar. He sold a part of it at 15% proﬁt and the rest at 7% proﬁt, so that he made a total proﬁt of 10%. How much jowar (in kg) did he sell at 15% proﬁt?","'एक व्यापारी के पास 1800 किग्रा. ज्वार था। उसने इसका एक हिस्सा 15% लाभ पर और बाकी 7% लाभ पर बेचा, जिससे वह 10% का कुल लाभ कमा सके। उसने 15% लाभ पर कितनी ज्वार (कि:प्रा. में) बेची?","1125","1125","675","675","775","775","1025","1025","B","","","Quantitative Aptitude","मात्रात्मक योग्यता","","","","1","0.25"
"30% of a = b, then b% of 30 is the same as _________ of a.","8 का 30% =b, तो 30 का b% समान होगा, a का","3%","3%","90%","90%","30%","30%","9%","9%","D","","","Quantitative Aptitude","मात्रात्मक योग्यता","","","","1","0.25"
"Excluding stoppages, the speed of a bus is 66 kmph and including stoppages, it is 55 kmph. For how many minutes does the bus stop per hour?","अवरोध को छोड़कर, बस की गति 56 कि.मी. प्रति घंटे होती है और अवरोध सहित यह गति 55 कि.मी. प्रति घंटे होती है। यह बस प्रति घंटा कितने मिनट रूकती है?","15","15","12","12","18","18","10","10","D","","","Quantitative Aptitude","मात्रात्मक योग्यता","","","","1","0.25"
"The simple and compound interest that can be earned in two years at the same rate is Rs 1,800 and Rs 1,881 respectively. What is the rate (percent per annum) of interest?","साधारण और चक्रवृद्धि ब्याज, जो दो साल में एक ही दर से अर्जित किया जा सकता है, क्रमश: 1,800 रु और 1,881 रु है। ब्याज दर (% प्रति वर्ष) कितनी है?","10","10","11","11","9","9","8","8","C","","","Quantitative Aptitude","मात्रात्मक योग्यता","","","","1","0.25"
"If 4x/3 + (1/6)(5/2 - 9x/2) = -5x/12, then what is the value of x?","यदि 4x/3 + (1/6)(5/2 - 94/2} = -5x/12, तो xo मान क्या है?","5/12","5/12","-5/12","-5/12","12/5","12/5","-12/5","-12/5","B","","","Quantitative Aptitude","मात्रात्मक योग्यता","","","","1","0.25"
"If a3 - b3 = 56 and a - b = 2, then what is the value of ab?","यदि 8) - 03 = 56 और ३-७ = 2 है, तो ab का मान क्या है?","8","8","12","12","6","6","9","9","A","","","Quantitative Aptitude","मात्रात्मक योग्यता","","","","1","0.25"
"6 times a fraction is greater than its reciprocal by 1. What is the fraction?","एक भिन्न का 6 गुना उसके व्युत्क्रम से 1 से अधिक है। भिन्न क्या है?","3/2","3/2","1/2","1/2","5/2","5/2","7/2","7/2","B","","","Quantitative Aptitude","मात्रात्मक योग्यता","","","","1","0.25"
"What is the sum of the ﬁrst 12 terms of an arithmetic progression if the ﬁrst term is 5 and last term is 38?","एक समांतर श्रेणी के प्रथम 12 पदों का योग क्‍या है, यदि पहला पद 5 है और अंतिम पद 38 81","73","73","258","258","107","107","276","276","B","","","Quantitative Aptitude","मात्रात्मक योग्यता","","","","1","0.25"
"What is the reﬂection of the point (-2, 3) in the line x = -4?","रेखा x = -4 में बिंदु (-2, 3) का प्रतिबिंब क्या है?","(-2 , -11)","(-2 , -11)","(-6 , 3)","(-6 , 3)","(6 , 3)","(6 , 3)","(-2 , 11)","(-2 , 11)","B","","","Quantitative Aptitude","मात्रात्मक योग्यता","","","","1","0.25"
"What are the co-ordinates of the centroid of a triangle, whose vertices are A(1 , -5), B(3 , 0) and C(5 , 2)?","एक त्रिभुज के कैंद्रक के निर्देशांक क्या हैं, जिसके कोने & (1, -5), 8 (3, 0) और C (5, 2) हैं?","(3 , 1)","(3 , 1)","(-3 , -1)","(-3 , -1)","(-3 , 1)","(-3 , 1)","(3 , -1)","(3 , -1)","D","","","Quantitative Aptitude","मात्रात्मक योग्यता","","","","1","0.25"
"Slope of the line AB is -3/4. Co-ordinates of points A and B are (x , -5) and (2 , 4) respectively. What is the value of x?","रेखा AB का ढलान -3/4 21 बिंदू ॥ और 8 के निर्देशांक क्रमशः (x, -5) और (2, 4) हैं। x का मान क्या है?","14","14","12","12","10","10","8","8","A","","","Quantitative Aptitude","मात्रात्मक योग्यता","","","","1","0.25"
"D and E are points on sides AB and AC of ∆ABC. DE is parallel to BC. If AD:DB = 1:2, what is the ratio of area of ∆ADE: area of quadrilateral BDEC?","AABC के AB और AC भुजाओं पर 0 और ह दो बिंदू हैं। 0६, BC के समानांतर है। यदि ॥0:08 = 1:2 है तो 80६ का क्षेत्रफल : चतुर्भुज BDEC का क्षेत्रफल का अनुपात क्या है?","1 : 8","1 : 8","1 : 9","1 : 9","1 : 4","1 : 4","1 : 3","1 : 3","A","","","Quantitative Aptitude","मात्रात्मक योग्यता","","","","1","0.25"
"What is the value of 3 Sin 30o + (1/√3) Cos 30o .","3Sin 30° + (1/v3) Cos 30° का मान क्या होगा ?","(1 + 3√2)/√3","(1 + 3√2)/√3","2","2","(3 + 2√2)/3√2","(3 + 2√2)/3√2","7/3","7/3","B","","","Quantitative Aptitude","मात्रात्मक योग्यता","","","","1","0.25"
"∆ PQR is right angled at Q. If m∠R = 30o. What is the length of PR (in cm), if RQ = 12 cm?","APQR 0 पर समकोण है। यदि meR = 30°8, (यदि RQ = 12 से.मी. है?","12√3","12√3","6√3","6√3","9√3","9√3","8√3","8√3","D","","","Quantitative Aptitude","मात्रात्मक योग्यता","","","","1","0.25"
"If Sin θ = 8/17, then Sec θ = ?","यदि Sin @ = 8/17, तो Sec 8","17/8","17/8","17/15","17/15","8/15","8/15","15/17","15/17","B","","","Quantitative Aptitude","मात्रात्मक योग्यता","","","","1","0.25"
"image","image","Working men","कार्यकारी पुरुष","Working women","कार्यकारी महिलाएं","Seniors","वरिष्ठ","Kids","बच्चे","A","","","Quantitative Aptitude","मात्रात्मक योग्यता","","","","1","0.25"
"image","image","1 : 3","1 : 3","3 : 1","3 : 1","9 : 2","9 : 2","2 : 9","2 : 9","B","","","Quantitative Aptitude","मात्रात्मक योग्यता","","","","1","0.25"
"image","image","30","30","80","80","60","60","90","90","B","","","Quantitative Aptitude","मात्रात्मक योग्यता","","","","1","0.25"
"image","image","16.24","16.24","15.12","15.12","14.4","14.4","14.8","14.8","B","","","Quantitative Aptitude","मात्रात्मक योग्यता","","","","1","0.25"
"In the following question, some part of the sentence may have errors. Find out which part of the sentence has an error and select the appropriate option. If a sentence is free from error, select 'No Error'. Adults and children (1)/ alike, got a chance to roll (2)/ on laughter and cry a little. (3)/ No Error (4)","","1","","2","","3","","4","","C","","","English Language","अंग्रेज़ी भाषा","","","","1","0.25"
"In the following question, some part of the sentence may have errors. Find out which part of the sentence has an error and select the appropriate option. If a sentence is free from error, select 'No Error'. The parrot made a (1)/ last-ditch eﬀort and (2)/ ﬂew a few feet away. (3)/ No Error (4)","","1","","2","","3","","4","","D","","","English Language","अंग्रेज़ी भाषा","","","","1","0.25"
"In the following question, a sentence is given with a blank to be ﬁlled in with an appropriate word. Select the correct alternative out of the four and indicate it by selecting the appropriate option. I know of many tourists who come to Kerala ____________ for the houseboats.","","primary","","primarily","","primaries","","prime","","B","","","English Language","अंग्रेज़ी भाषा","","","","1","0.25"
"In the following question, a sentence is given with a blank to be ﬁlled in with an appropriate word. Select the correct alternative out of the four and indicate it by selecting the appropriate option. His works are a ____________ of his beliefs.","","reﬂection","","reﬂect","","reﬂects","","reﬂective","","A","","","English Language","अंग्रेज़ी भाषा","","","","1","0.25"
"In the following question, out of the four alternatives, select the word similar in meaning to the word given. Indemnity","","Penalty","","Forfeiture","","Amercement","","Restitution","","D","","","English Language","अंग्रेज़ी भाषा","","","","1","0.25"
"In the following question, out of the four alternatives, select the word similar in meaning to the word given. Compliance","","Rebellion","","Consent","","Animosity","","Altercation","","B","","","English Language","अंग्रेज़ी भाषा","","","","1","0.25"
"In the following question, out of the four alternatives, select the word opposite in meaning to the word given. Clutch","","Abandon","","Snatch","","Embrace","","Grapple","","A","","","English Language","अंग्रेज़ी भाषा","","","","1","0.25"
"In the following question, out of the four alternatives, select the word opposite in meaning to the word given. Reprieve","","Abatement","","Absolution","","Continuation","","Amnesty","","C","","","English Language","अंग्रेज़ी भाषा","","","","1","0.25"
"In the following question, out of the four alternatives, select the alternative which best expresses the meaning of the idiom / phrase. Blood, sweat and tears","","A storm of mixed emotions","","Extreme hard work; unstinting eﬀort","","The sacriﬁce of soldiers","","Face defeat after great struggle","","B","","","English Language","अंग्रेज़ी भाषा","","","","1","0.25"
"In the following question, out of the four alternatives, select the alternative which best expresses the meaning of the idiom/phrase. To steal someone's thunder","","To take credit for something which someone else did","","To bring down a person who is acting smart","","To rob someone of all his material wealth","","To steal the peace of mind by constant nagging","","A","","","English Language","अंग्रेज़ी भाषा","","","","1","0.25"
"In the following question, out of the four alternatives, select the alternative which will improve the bracketed part of the sentence. In case no improvement is needed, select ""no improvement"". Plants can be (identiﬁes) by their smell or texture.","","identify","","identifying","","identiﬁed","","No improvement","","C","","","English Language","अंग्रेज़ी भाषा","","","","1","0.25"
"In the following question, out of the four alternatives, select the alternative which will improve the bracketed part of the sentence. In case no improvement is needed, select ""no improvement"". Ravi picked up the injured parrot and (rushing) to a nearby animal clinic.","","rushed","","rush","","rushes","","No improvement","","A","","","English Language","अंग्रेज़ी भाषा","","","","1","0.25"
"In the following question, out of the four alternatives, select the alternative which is the best substitute of the words / sentence. Having or showing great knowledge or learning","","Benighted","","Erudite","","Ignoramus","","Lowbrow","","B","","","English Language","अंग्रेज़ी भाषा","","","","1","0.25"
"In the following question, out of the four alternatives, select the alternative which is the best substitute of the words / sentence. Having or showing a great desire to possess something belonging to someone else","","Covetous","","Charitable","","Lavish","","Prodigal","","A","","","English Language","अंग्रेज़ी भाषा","","","","1","0.25"
"In the following question, four words are given out of which one word is correctly spelt. Select the correctly spelt word.","","vagabondes","","vegabonds","","vegabondes","","vagabonds","","D","","","English Language","अंग्रेज़ी भाषा","","","","1","0.25"
"In the following question, four words are given out of which one word is correctly spelt. Select the correctly spelt word.","","atrocious","","atroceous","","atrociouse","","atroceouse","","A","","","English Language","अंग्रेज़ी भाषा","","","","1","0.25"
"The question below consists of a set of labelled sentences. Out of the four options given, select the most logical order of the sentences to form a coherent paragraph. We speak so that X-we may be understood; and Y-such phrases express a truth, even if Z-they are rather loose and inaccurate","","ZYX","","XYZ","","ZXY","","YZX","","B","","","English Language","अंग्रेज़ी भाषा","","","","1","0.25"
"The question below consists of a set of labelled sentences. Out of the four options given, select the most logical order of the sentences to form a coherent paragraph. One racehorse of a X-sedge species now springs out of the Y-proverbial gate a full 26 days Z-earlier than it did a decade ago","","ZYX","","XYZ","","ZXY","","YZX","","B","","","English Language","अंग्रेज़ी भाषा","","","","1","0.25"
"In the following question, a sentence has been given in Active / Passive voice. Out of the four alternatives suggested, select the one which best expresses the same sentence in Passive / Active voice. I will give you a present.","","A present shall be given to you by me.","","A present will be given to you by me.","","You will have been giving a present by me.","","You shall have been given a present by me.","","B","","","English Language","अंग्रेज़ी भाषा","","","","1","0.25"
"In the following question, a sentence has been given in Direct / Indirect speech. Out of the four alternatives suggested, select the one which best expresses the same sentence in Indirect / Direct speech. The inspector said to the driver, “What is your problem?”","","The inspector asked the driver what his problem is.","","The inspector asks the driver what his problem was.","","The inspector asked the driver what his problem was.","","The inspector asks the driver what his problem is.","","C","","","English Language","अंग्रेज़ी भाषा","","","","1","0.25"
"In the following passage, some of the words have been left out. Read the passage carefully and select the correct answer for the given blank out of the four alternatives. I took the road that ______________ to the right and the gentle amble became a stiﬀ climb. I _____________ feel the muscles in my lower back protest. The game leg dragged. Suddenly, the hill dipped into yet another valley ___________ paddy ﬁelds. I knew relief and triumph as I walked downhill, learning to not put my weight ___________ my knees. I had climbed one hill without my back giving way. The next day, I _________________ the distance. I took the road that ______________ to the right and the gentle","","to veer","","veering","","veer","","veered","","D","","","English Language","अंग्रेज़ी भाषा","","","","1","0.25"
"In the following passage, some of the words have been left out. Read the passage carefully and select the correct answer for the given blank out of the four alternatives. I took the road that ______________ to the right and the gentle amble became a stiﬀ climb. I _____________ feel the muscles in my lower back protest. The game leg dragged. Suddenly, the hill dipped into yet another valley ___________ paddy ﬁelds. I knew relief and triumph as I walked downhill, learning to not put my weight ___________ my knees. I had climbed one hill without my back giving way. The next day, I _________________ the distance. I _____________ feel the muscles in my lower back protest.","","should","","could","","will","","shall","","B","","","English Language","अंग्रेज़ी भाषा","","","","1","0.25"
"In the following passage, some of the words have been left out. Read the passage carefully and select the correct answer for the given blank out of the four alternatives. I took the road that ______________ to the right and the gentle amble became a stiﬀ climb. I _____________ feel the muscles in my lower back protest. The game leg dragged. Suddenly, the hill dipped into yet another valley ___________ paddy ﬁelds. I knew relief and triumph as I walked downhill, learning to not put my weight ___________ my knees. I had climbed one hill without my back giving way. The next day, I _________________ the distance. Suddenly, the hill dipped into yet another valley ___________ paddy ﬁelds.","","from","","for","","of","","to","","C","","","English Language","अंग्रेज़ी भाषा","","","","1","0.25"
"In the following passage, some of the words have been left out. Read the passage carefully and select the correct answer for the given blank out of the four alternatives. I took the road that ______________ to the right and the gentle amble became a stiﬀ climb. I _____________ feel the muscles in my lower back protest. The game leg dragged. Suddenly, the hill dipped into yet another valley ___________ paddy ﬁelds. I knew relief and triumph as I walked downhill, learning to not put my weight ___________ my knees. I had climbed one hill without my back giving way. The next day, I _________________ the distance. learning to not put my weight ___________ my knees.","","in","","at","","to","","on","","D","","","English Language","अंग्रेज़ी भाषा","","","","1","0.25"
"In the following passage, some of the words have been left out. Read the passage carefully and select the correct answer for the given blank out of the four alternatives. I took the road that ______________ to the right and the gentle amble became a stiﬀ climb. I _____________ feel the muscles in my lower back protest. The game leg dragged. Suddenly, the hill dipped into yet another valley ___________ paddy ﬁelds. I knew relief and triumph as I walked downhill, learning to not put my weight ___________ my knees. I had climbed one hill without my back giving way. The next day, I _________________ the distance. The next day, I _________________ the distance.","","to increase","","increase","","increased","","increasing","","C","","","English Language","अंग्रेज़ी भाषा","","","","1","0.25"
"Which of the following option is not correct?","निम्नलिखित में से कौन सा विकल्प सही नहीं है?","Land − First factor of production","भूमि - उत्पादन का पहला कारक","Labour − Third factor of production","श्रम - उत्पादन का तीसरा कारक","Labour − Second factor of production","�म − उ�पादन का �सरा कारक","All options are correct","सभी विकल्प सहीं हैं","B","","","General Awareness","सामान्य जागरूकता","","","","1","0.25"
"Which article of Indian Constitution states that the state shall not deny to any person equality before the law or the equal protection of law with in the territory of India?","भारत के संविधान का कौन सा अनुच्छेद यह बताता है कि अंतर्गत राज्य, किसी भी व्यक्ति को विधि के समक्ष समानता तथा विधि की समान सुरक्षा का खंडन नहीं करेगा?","Article 14","अनुच्छेद 14","Article 19","अनुच्छेद 19","Article 21","अनुच्छेद 21","Article 256","अनुच्छेद 255","A","","","General Awareness","सामान्य जागरूकता","","","","1","0.25"
"Article 21A of Indian Constitution deals with which of the following?","भारतीय संविधान का अनुच्छेद 214 निम्नलिखित में से किससे संबंधित हैं?","Equality before law","कानून के समक्ष समानता","Abolition of untouchability","अस्पृश्यता का उन्मूलन","Abolition of titles","उपाधियों का उन्मूलन","Right to education","शिक्षा का अधिकार","D","","","General Awareness","सामान्य जागरूकता","","","","1","0.25"
"Which mughal emperor issued a ferman granting The East India Company the right to trade duty free?","किस मुगल सम्राट ने ईस्ट इंडिया कंपनी को कर मुक्त व्यापार करने का अधिकार देने वाला एक फरमान जारी किया था?","Akbar","अकबर","Humayun","हुमायूं","Aurangzeb","औरंगजेब","Shah Jahan","शाहजहाँ","C","","","General Awareness","सामान्य जागरूकता","","","","1","0.25"
"In which year Simon Commission came to India?","साइमन कमीशन किस वर्ष में भारत आया था?","1919","1919","1925","1925","1928","1928","1932","1932","C","","","General Awareness","सामान्य जागरूकता","","","","1","0.25"
"Tolkappiyam in Sangam age is the greatest work of ______ literature.","संगम युग का तोल्विययम साहित्य का सबसे बड़ा कार्य है।","Tamil","तमिल","Telgu","Bey","Sanskrit","संस्कृत","Kannad","कन्नड़","A","","","General Awareness","सामान्य जागरूकता","","","","1","0.25"
"The land mass of India has an area of how many million square km?","भारत के parr ar dre कितने लाख वर्ग","2.48","2.48","3.28","3.28","15.24","15.24","7.56","7.56","B","","","General Awareness","सामान्य जागरूकता","","","","1","0.25"
"The Great Indian desert lies in which part of India?","महान भारतीय रेगिस्तान भारत के किस भाग में स्थित है?","Eastern","पूर्वी","Southern","दक्षिणी","North−Eastern","उत्तर-पूर्वी","North−Western","उत्तरी-पश्चिमी","D","","","General Awareness","सामान्य जागरूकता","","","","1","0.25"
"What is the name of the outermost range of the Himalayas?","हिमालय की सबसे बाहरी पर्वत श्रेणी का नाम क्या है?","Himadri","हिमाद्री","Shivaliks","शिवालिक","Himachal","हिमाचल","Sahyadri","सहवाद्वि","B","","","General Awareness","सामान्य जागरूकता","","","","1","0.25"
