question,question_hi,option_a,option_a_hi,option_b,option_b_hi,option_c,option_c_hi,option_d,option_d_hi,correct_answer,explanation,explanation_hi,subject,subject_hi,topic,topic_hi,difficulty,marks,negative_marks
Who appoints the Prime Minister of India?,भारत के प्रधानमंत्री की नियुक्ति कौन करता है?,Chief Justice,मुख्य न्यायाधीश,President,राष्ट्रपति,Speaker,लोकसभा अध्यक्ष,Vice-President,उपराष्ट्रपति,B,"The President appoints the Prime Minister, usually the leader of the majority in Lok Sabha.","राष्ट्रपति प्रधानमंत्री की नियुक्ति करते हैं, सामान्यतः लोकसभा में बहुमत दल के नेता को।",General Awareness,सामान्य जागरूकता,Indian Polity,भारतीय राजव्यवस्था,Easy,1,0.25
Which soil is best suited for cotton cultivation?,कपास की खेती के लिए कौन सी मिट्टी सबसे उपयुक्त है?,Alluvial soil,जलोढ़ मिट्टी,Black soil,काली मिट्टी,Laterite soil,लेटराइट मिट्टी,Desert soil,मरुस्थलीय मिट्टी,B,Black soil has high moisture retention and is ideal for cotton.,काली मिट्टी में नमी धारण क्षमता अधिक होती है और यह कपास के लिए उपयुक्त है।,General Awareness,सामान्य जागरूकता,Geography,भूगोल,Easy,1,0.25
Which blood group is called the universal donor for red blood cells?,लाल रक्त कोशिकाओं के लिए सार्वभौमिक दाता कौन सा रक्त समूह है?,AB positive,AB पॉजिटिव,O negative,O नेगेटिव,A positive,A पॉजिटिव,B negative,B नेगेटिव,B,O negative red blood cells can generally be given to people of all ABO/Rh groups in emergencies.,O negative लाल रक्त कोशिकाएँ आपात स्थिति में सामान्यतः सभी ABO/Rh समूहों को दी जा सकती हैं।,General Awareness,सामान्य जागरूकता,Biology,जीव विज्ञान,Medium,1,0.25
Which movement was launched by Mahatma Gandhi in 1942?,महात्मा गांधी ने 1942 में कौन सा आंदोलन शुरू किया था?,Non-Cooperation Movement,असहयोग आंदोलन,Quit India Movement,भारत छोड़ो आंदोलन,Civil Disobedience Movement,सविनय अवज्ञा आंदोलन,Swadeshi Movement,स्वदेशी आंदोलन,B,The Quit India Movement was launched in August 1942.,भारत छोड़ो आंदोलन अगस्त 1942 में शुरू किया गया था।,General Awareness,सामान्य जागरूकता,Modern History,आधुनिक इतिहास,Easy,1,0.25
Which is the smallest state of India by area?,क्षेत्रफल की दृष्टि से भारत का सबसे छोटा राज्य कौन सा है?,Sikkim,सिक्किम,Goa,गोवा,Tripura,त्रिपुरा,Manipur,मणिपुर,B,Goa is the smallest Indian state by area.,गोवा क्षेत्रफल की दृष्टि से भारत का सबसे छोटा राज्य है।,General Awareness,सामान्य जागरूकता,Geography,भूगोल,Easy,1,0.25
Which metal is liquid at room temperature?,कमरे के तापमान पर कौन सी धातु द्रव होती है?,Iron,लोहा,Mercury,पारा,Copper,तांबा,Aluminium,एल्युमिनियम,B,Mercury is a metal that remains liquid at typical room temperature.,पारा सामान्य कमरे के तापमान पर द्रव अवस्था में रहने वाली धातु है।,General Awareness,सामान्य जागरूकता,Chemistry,रसायन विज्ञान,Easy,1,0.25
The Reserve Bank of India was established in which year?,भारतीय रिज़र्व बैंक की स्थापना किस वर्ष हुई थी?,1930,1930,1935,1935,1947,1947,1950,1950,B,The Reserve Bank of India began operations on 1 April 1935.,भारतीय रिज़र्व बैंक ने 1 अप्रैल 1935 को कार्य शुरू किया था।,General Awareness,सामान्य जागरूकता,Economy,अर्थव्यवस्था,Medium,1,0.25
Which Schedule of the Constitution contains the list of official languages?,संविधान की किस अनुसूची में आधिकारिक भाषाओं की सूची है?,Seventh Schedule,सातवीं अनुसूची,Eighth Schedule,आठवीं अनुसूची,Ninth Schedule,नौवीं अनुसूची,Tenth Schedule,दसवीं अनुसूची,B,The Eighth Schedule contains the constitutionally recognized languages.,आठवीं अनुसूची में संविधान द्वारा मान्यता प्राप्त भाषाएँ हैं।,General Awareness,सामान्य जागरूकता,Indian Polity,भारतीय राजव्यवस्था,Medium,1,0.25
Which Indian city is known as the Pink City?,भारत का कौन सा शहर गुलाबी शहर कहलाता है?,Jodhpur,जोधपुर,Jaipur,जयपुर,Udaipur,उदयपुर,Bikaner,बीकानेर,B,Jaipur is popularly known as the Pink City.,जयपुर को लोकप्रिय रूप से गुलाबी शहर कहा जाता है।,General Awareness,सामान्य जागरूकता,Geography and Culture,भूगोल और संस्कृति,Easy,1,0.25
Which gas do plants absorb during photosynthesis?,प्रकाश संश्लेषण के दौरान पौधे कौन सी गैस अवशोषित करते हैं?,Oxygen,ऑक्सीजन,Nitrogen,नाइट्रोजन,Carbon dioxide,कार्बन डाइऑक्साइड,Hydrogen,हाइड्रोजन,C,Plants absorb carbon dioxide and use it to make food during photosynthesis.,पौधे प्रकाश संश्लेषण के दौरान कार्बन डाइऑक्साइड लेकर भोजन बनाते हैं।,General Awareness,सामान्य जागरूकता,Biology,जीव विज्ञान,Easy,1,0.25
Who was the first Indian to win an individual Olympic gold medal?,व्यक्तिगत ओलंपिक स्वर्ण पदक जीतने वाले पहले भारतीय कौन थे?,Abhinav Bindra,अभिनव बिंद्रा,Neeraj Chopra,नीरज चोपड़ा,Leander Paes,लिएंडर पेस,Sushil Kumar,सुशील कुमार,A,Abhinav Bindra won India's first individual Olympic gold medal in 2008.,अभिनव बिंद्रा ने 2008 में भारत का पहला व्यक्तिगत ओलंपिक स्वर्ण पदक जीता।,General Awareness,सामान्य जागरूकता,Sports,खेल,Easy,1,0.25
Which ancient university was located in present-day Bihar?,प्राचीन काल का कौन सा विश्वविद्यालय वर्तमान बिहार में स्थित था?,Nalanda,नालंदा,Takshashila,तक्षशिला,Vikramashila,विक्रमशिला,Both Nalanda and Vikramashila,नालंदा और विक्रमशिला दोनों,A,Nalanda was a renowned ancient center of learning in present-day Bihar.,नालंदा वर्तमान बिहार में स्थित प्राचीन प्रसिद्ध शिक्षा केंद्र था।,General Awareness,सामान्य जागरूकता,History and Culture,इतिहास और संस्कृति,Easy,1,0.25
Which is the longest river in India?,भारत की सबसे लंबी नदी कौन सी है?,Yamuna,यमुना,Ganga,गंगा,Godavari,गोदावरी,Narmada,नर्मदा,B,The Ganga is generally regarded as India's longest river within the country.,गंगा को सामान्यतः भारत की सबसे लंबी नदी माना जाता है।,General Awareness,सामान्य जागरूकता,Geography,भूगोल,Easy,1,0.25
What is the chemical symbol for gold?,सोने का रासायनिक प्रतीक क्या है?,Ag,Ag,Au,Au,Gd,Gd,Go,Go,B,The chemical symbol Au comes from the Latin word aurum.,Au सोने का रासायनिक प्रतीक है और यह लैटिन शब्द aurum से आया है।,General Awareness,सामान्य जागरूकता,Chemistry,रसायन विज्ञान,Easy,1,0.25
Which body conducts elections to Parliament and state legislatures in India?,भारत में संसद और राज्य विधानसभाओं के चुनाव कौन सा निकाय कराता है?,Election Commission of India,भारत निर्वाचन आयोग,Union Public Service Commission,संघ लोक सेवा आयोग,Finance Commission,वित्त आयोग,NITI Aayog,नीति आयोग,A,The Election Commission of India conducts elections to Parliament and state legislatures.,भारत निर्वाचन आयोग संसद और राज्य विधानसभाओं के चुनाव कराता है।,General Awareness,सामान्य जागरूकता,Indian Polity,भारतीय राजव्यवस्था,Easy,1,0.25
Which Indian festival is known as the Festival of Lights?,भारत में किस त्योहार को प्रकाश का त्योहार कहा जाता है?,Holi,होली,Diwali,दीवाली,Eid,ईद,Baisakhi,बैसाखी,B,Diwali is widely known as the Festival of Lights.,दीवाली को व्यापक रूप से प्रकाश का त्योहार कहा जाता है।,General Awareness,सामान्य जागरूकता,Culture,संस्कृति,Easy,1,0.25
Which part of the Constitution contains Directive Principles of State Policy?,संविधान के किस भाग में राज्य के नीति-निर्देशक तत्व हैं?,Part II,भाग II,Part III,भाग III,Part IV,भाग IV,Part V,भाग V,C,Directive Principles of State Policy are contained in Part IV.,राज्य के नीति-निर्देशक तत्व संविधान के भाग IV में हैं।,General Awareness,सामान्य जागरूकता,Indian Polity,भारतीय राजव्यवस्था,Medium,1,0.25
Which planet is closest to the Sun?,सूर्य के सबसे निकट कौन सा ग्रह है?,Venus,शुक्र,Mercury,बुध,Earth,पृथ्वी,Mars,मंगल,B,Mercury is the closest planet to the Sun.,बुध सूर्य के सबसे निकट का ग्रह है।,General Awareness,सामान्य जागरूकता,Astronomy,खगोल विज्ञान,Easy,1,0.25
Who wrote the book 'Discovery of India'?,'डिस्कवरी ऑफ इंडिया' पुस्तक किसने लिखी?,Mahatma Gandhi,महात्मा गांधी,Jawaharlal Nehru,जवाहरलाल नेहरू,Maulana Azad,मौलाना आज़ाद,B. R. Ambedkar,बी. आर. आंबेडकर,B,Jawaharlal Nehru wrote The Discovery of India during his imprisonment.,जवाहरलाल नेहरू ने कारावास के दौरान The Discovery of India लिखी थी।,General Awareness,सामान्य जागरूकता,History and Books,इतिहास और पुस्तकें,Easy,1,0.25
Which Indian state is famous for Kaziranga National Park?,काजीरंगा राष्ट्रीय उद्यान किस भारतीय राज्य में है?,Assam,असम,West Bengal,पश्चिम बंगाल,Kerala,केरल,Odisha,ओडिशा,A,Kaziranga National Park is located in Assam.,काजीरंगा राष्ट्रीय उद्यान असम में स्थित है।,General Awareness,सामान्य जागरूकता,Environment and Geography,पर्यावरण और भूगोल,Easy,1,0.25
What is the normal boiling point of water at sea level?,समुद्र तल पर पानी का सामान्य क्वथनांक क्या है?,0°C,0°C,50°C,50°C,100°C,100°C,212°C only,केवल 212°C,C,Water boils at 100°C at standard atmospheric pressure.,मानक वायुमंडलीय दबाव पर पानी 100°C पर उबलता है।,General Awareness,सामान्य जागरूकता,Physics,भौतिक विज्ञान,Easy,1,0.25
Which tax replaced many indirect taxes in India in 2017?,2017 में भारत में कई अप्रत्यक्ष करों का स्थान किस कर ने लिया?,Income Tax,आयकर,GST,जीएसटी,Wealth Tax,संपत्ति कर,Corporate Tax,कॉर्पोरेट कर,B,GST was introduced in India on 1 July 2017.,भारत में GST 1 जुलाई 2017 को लागू किया गया था।,General Awareness,सामान्य जागरूकता,Economy,अर्थव्यवस्था,Easy,1,0.25
Which is the largest ocean on Earth?,पृथ्वी का सबसे बड़ा महासागर कौन सा है?,Atlantic Ocean,अटलांटिक महासागर,Indian Ocean,हिंद महासागर,Pacific Ocean,प्रशांत महासागर,Arctic Ocean,आर्कटिक महासागर,C,The Pacific Ocean is the largest and deepest ocean.,प्रशांत महासागर सबसे बड़ा और सबसे गहरा महासागर है।,General Awareness,सामान्य जागरूकता,Geography,भूगोल,Easy,1,0.25
Who was known as the 'Iron Man of India'?,'भारत के लौह पुरुष' के नाम से कौन प्रसिद्ध थे?,Sardar Vallabhbhai Patel,सरदार वल्लभभाई पटेल,Subhas Chandra Bose,सुभाष चंद्र बोस,Bal Gangadhar Tilak,बाल गंगाधर तिलक,Bhagat Singh,भगत सिंह,A,Sardar Vallabhbhai Patel is popularly known as the Iron Man of India.,सरदार वल्लभभाई पटेल को लोकप्रिय रूप से भारत का लौह पुरुष कहा जाता है।,General Awareness,सामान्य जागरूकता,Modern History,आधुनिक इतिहास,Easy,1,0.25
Which blood cells help fight infections?,कौन सी रक्त कोशिकाएँ संक्रमण से लड़ने में मदद करती हैं?,Red blood cells,लाल रक्त कोशिकाएँ,White blood cells,श्वेत रक्त कोशिकाएँ,Platelets,प्लेटलेट्स,Plasma,प्लाज़्मा,B,White blood cells are major components of the immune system.,श्वेत रक्त कोशिकाएँ प्रतिरक्षा तंत्र का प्रमुख हिस्सा हैं।,General Awareness,सामान्य जागरूकता,Biology,जीव विज्ञान,Easy,1,0.25
Which Constitutional Amendment lowered the voting age from 21 to 18?,किस संवैधानिक संशोधन ने मतदान की आयु 21 से घटाकर 18 वर्ष की?,42nd Amendment,42वाँ संशोधन,44th Amendment,44वाँ संशोधन,61st Amendment,61वाँ संशोधन,73rd Amendment,73वाँ संशोधन,C,"The 61st Constitutional Amendment Act, 1988 lowered the voting age to 18.","61वें संविधान संशोधन अधिनियम, 1988 ने मतदान की आयु 18 वर्ष की।",General Awareness,सामान्य जागरूकता,Indian Polity,भारतीय राजव्यवस्था,Medium,1,0.25
Which classical dance form originated in Tamil Nadu?,कौन सा शास्त्रीय नृत्य तमिलनाडु से उत्पन्न हुआ?,Kathak,कथक,Bharatanatyam,भरतनाट्यम,Kathakali,कथकली,Odissi,ओडिसी,B,Bharatanatyam is a major classical dance tradition of Tamil Nadu.,भरतनाट्यम तमिलनाडु की प्रमुख शास्त्रीय नृत्य परंपरा है।,General Awareness,सामान्य जागरूकता,Culture,संस्कृति,Easy,1,0.25
Which instrument measures atmospheric pressure?,वायुमंडलीय दाब मापने वाला यंत्र कौन सा है?,Thermometer,थर्मामीटर,Barometer,बैरोमीटर,Hygrometer,हाइग्रोमीटर,Ammeter,एमीटर,B,A barometer measures atmospheric pressure.,बैरोमीटर वायुमंडलीय दाब मापता है।,General Awareness,सामान्य जागरूकता,Physics,भौतिक विज्ञान,Easy,1,0.25
Which Indian city is called the Silicon Valley of India?,भारत के किस शहर को भारत की सिलिकॉन वैली कहा जाता है?,Hyderabad,हैदराबाद,Bengaluru,बेंगलुरु,Pune,पुणे,Chennai,चेन्नई,B,Bengaluru is widely known as India's Silicon Valley due to its technology industry.,तकनीकी उद्योग के कारण बेंगलुरु को भारत की सिलिकॉन वैली कहा जाता है।,General Awareness,सामान्य जागरूकता,Static GK,स्थिर सामान्य ज्ञान,Easy,1,0.25
Which Mughal emperor built the Taj Mahal?,ताजमहल का निर्माण किस मुगल सम्राट ने करवाया था?,Akbar,अकबर,Shah Jahan,शाहजहाँ,Jahangir,जहाँगीर,Aurangzeb,औरंगज़ेब,B,Shah Jahan commissioned the Taj Mahal in memory of Mumtaz Mahal.,शाहजहाँ ने मुमताज महल की स्मृति में ताजमहल बनवाया था।,General Awareness,सामान्य जागरूकता,History,इतिहास,Easy,1,0.25
Which layer protects Earth from most harmful ultraviolet radiation?,पृथ्वी को अधिकांश हानिकारक पराबैंगनी विकिरण से कौन सी परत बचाती है?,Troposphere,क्षोभमंडल,Ozone layer,ओज़ोन परत,Mesosphere,मध्यमंडल,Ionosphere,आयनमंडल,B,The ozone layer absorbs much of the Sun's harmful ultraviolet radiation.,ओज़ोन परत सूर्य की अधिकांश हानिकारक पराबैंगनी विकिरण को अवशोषित करती है।,General Awareness,सामान्य जागरूकता,Environment,पर्यावरण,Easy,1,0.25
