question,question_hi,option_a,option_a_hi,option_b,option_b_hi,option_c,option_c_hi,option_d,option_d_hi,correct_answer,explanation,explanation_hi,subject,subject_hi,topic,topic_hi,difficulty,marks,negative_marks
Choose the correct sentence.,सही वाक्य चुनिए।,He do not know me.,वह मुझे नहीं जानता।,He does not knows me.,वह मुझे नहीं जानता।,He does not know me.,वह मुझे नहीं जानता।,He not does know me.,वह मुझे नहीं जानता।,C,"After 'does not', the main verb remains in its base form: know.",'Does not' के बाद मुख्य क्रिया का मूल रूप 'know' आता है।,English Language,अंग्रेजी भाषा,Error Detection,त्रुटि पहचान,Easy,1,0.25
Choose the correct meaning of the idiom 'A blessing in disguise'.,मुहावरे 'A blessing in disguise' का सही अर्थ चुनिए।,An obvious loss,स्पष्ट नुकसान,A hidden benefit,छिपा हुआ लाभ,A public celebration,सार्वजनिक उत्सव,A serious illness,गंभीर बीमारी,B,It means something that seems bad at first but turns out to be beneficial.,इसका अर्थ ऐसी चीज़ है जो पहले बुरी लगे लेकिन बाद में लाभदायक साबित हो।,English Language,अंग्रेजी भाषा,Idioms and Phrases,मुहावरे और वाक्यांश,Medium,1,0.25
Choose the one-word substitution for 'One who cannot read or write'.,'One who cannot read or write' के लिए एक शब्द चुनिए।,Literate,साक्षर,Scholar,विद्वान,Illiterate,निरक्षर,Author,लेखक,C,A person who cannot read or write is illiterate.,"जो व्यक्ति पढ़ या लिख नहीं सकता, उसे illiterate कहते हैं।",English Language,अंग्रेजी भाषा,One Word Substitution,एक शब्द प्रतिस्थापन,Easy,1,0.25
Choose the correct spelling.,सही वर्तनी चुनिए।,Privilege,विशेषाधिकार,Privelege,गलत वर्तनी,Priviledge,गलत वर्तनी,Privillage,गलत वर्तनी,A,Privilege is the correctly spelled word.,Privilege सही वर्तनी है।,English Language,अंग्रेजी भाषा,Spelling,वर्तनी,Easy,1,0.25
Choose the synonym of 'Brief'.,'Brief' का समानार्थी चुनिए।,Long,लंबा,Short,छोटा,Wide,चौड़ा,Heavy,भारी,B,Brief means short in duration or length.,Brief का अर्थ अवधि या लंबाई में छोटा होता है।,English Language,अंग्रेजी भाषा,Synonyms,समानार्थी शब्द,Easy,1,0.25
Choose the antonym of 'Expand'.,'Expand' का विलोम चुनिए।,Increase,बढ़ाना,Extend,फैलाना,Contract,सिकोड़ना,Enlarge,बड़ा करना,C,Contract means to become smaller; it is the antonym of expand.,Contract का अर्थ छोटा या संकुचित करना है; यह Expand का विलोम है।,English Language,अंग्रेजी भाषा,Antonyms,विलोम शब्द,Easy,1,0.25
Fill in the blank: I have lived here ___ 2015.,रिक्त स्थान भरिए: I have lived here ___ 2015.,for,के लिए,since,से,from,से,by,द्वारा,B,'Since' is used with a specific point of time.,निश्चित समय-बिंदु के साथ 'since' का प्रयोग होता है।,English Language,अंग्रेजी भाषा,Prepositions,पूर्वसर्ग,Easy,1,0.25
Choose the correct modal: You ___ obey traffic rules.,सही modal चुनिए: You ___ obey traffic rules.,may,शायद,can,सकते हैं,must,अवश्य,might,संभवतः,C,'Must' expresses obligation or necessity.,'Must' बाध्यता या आवश्यकता व्यक्त करता है।,English Language,अंग्रेजी भाषा,Modal Verbs,सहायक क्रियाएँ,Easy,1,0.25
Choose the correctly punctuated sentence.,सही विराम-चिह्न वाला वाक्य चुनिए।,What a beautiful day.,क्या सुंदर दिन है।,What a beautiful day!,क्या सुंदर दिन है!,"What, a beautiful day.","क्या, सुंदर दिन है।","What a beautiful, day?","क्या सुंदर, दिन है?",B,An exclamatory sentence expressing strong feeling takes an exclamation mark.,भावनात्मक विस्मयादिबोधक वाक्य के अंत में exclamation mark लगता है।,English Language,अंग्रेजी भाषा,Punctuation,विराम-चिह्न,Easy,1,0.25
Choose the correct comparative form: This book is ___ than that one.,सही comparative form चुनिए: This book is ___ than that one.,good,अच्छा,best,सर्वश्रेष्ठ,better,बेहतर,more good,अधिक अच्छा,C,The comparative form of 'good' is 'better'.,Good का comparative form 'better' होता है।,English Language,अंग्रेजी भाषा,Degrees of Comparison,तुलना की डिग्री,Easy,1,0.25
Identify the error: Each of the boys have a book.,त्रुटि पहचानिए: Each of the boys have a book.,Each,प्रत्येक,of the boys,लड़कों में से,have,है,a book,एक पुस्तक,C,"'Each' is singular, so it takes 'has', not 'have'.","'Each' singular है, इसलिए इसके साथ 'has' आएगा, 'have' नहीं।",English Language,अंग्रेजी भाषा,Error Detection,त्रुटि पहचान,Medium,1,0.25
"Choose the correct question tag: You are coming, ___?","सही question tag चुनिए: You are coming, ___?",are you,क्या तुम हो,aren't you,क्या तुम नहीं हो,don't you,क्या तुम नहीं,won't you,क्या तुम नहीं आओगे,B,A positive statement with 'are' takes the negative tag 'aren't you'.,Positive statement 'are' के साथ negative tag 'aren't you' आता है।,English Language,अंग्रेजी भाषा,Question Tags,प्रश्न टैग,Medium,1,0.25
Choose the correct conjunction: Work hard ___ you will fail.,सही conjunction चुनिए: Work hard ___ you will fail.,and,और,or,या,but,लेकिन,because,क्योंकि,B,'Or' expresses an alternative or consequence in this sentence.,इस वाक्य में 'or' विकल्प/परिणाम का भाव व्यक्त करता है।,English Language,अंग्रेजी भाषा,Conjunctions,समुच्चयबोधक,Easy,1,0.25
Choose the correct pronoun: This is the boy ___ won the prize.,सही pronoun चुनिए: This is the boy ___ won the prize.,which,जो,who,जो,whom,जिसे,whose,जिसका,B,'Who' is used as the subject relative pronoun for a person.,व्यक्ति के subject के लिए relative pronoun 'who' का प्रयोग होता है।,English Language,अंग्रेजी भाषा,Pronouns,सर्वनाम,Easy,1,0.25
"Choose the correct form: If I ___ rich, I would help the poor.","सही रूप चुनिए: If I ___ rich, I would help the poor.",am,हूँ,was,था,were,होता,will be,होऊँगा,C,"In a hypothetical conditional, 'were' is used with 'I'.",काल्पनिक conditional में 'I' के साथ 'were' का प्रयोग किया जाता है।,English Language,अंग्रेजी भाषा,Conditional Sentences,शर्तीय वाक्य,Medium,1,0.25
Choose the correctly arranged sentence: 'always / speaks / truth / he / the'.,सही क्रम वाला वाक्य चुनिए: 'always / speaks / truth / he / the'.,He the truth always speaks.,वह सत्य हमेशा बोलता है।,Always he speaks the truth.,हमेशा वह सत्य बोलता है।,He always speaks the truth.,वह हमेशा सत्य बोलता है।,The truth he speaks always.,सत्य वह हमेशा बोलता है।,C,The natural word order is subject + adverb + verb + object.,सामान्य क्रम subject + adverb + verb + object होता है।,English Language,अंग्रेजी भाषा,Sentence Arrangement,वाक्य क्रम,Easy,1,0.25
Choose the synonym of 'Candid'.,'Candid' का समानार्थी चुनिए।,Frank,स्पष्टवादी,Cruel,क्रूर,Silent,मौन,Doubtful,संदेहपूर्ण,A,Candid means frank and truthful.,Candid का अर्थ स्पष्टवादी और सच्चा होता है।,English Language,अंग्रेजी भाषा,Synonyms,समानार्थी शब्द,Medium,1,0.25
Choose the antonym of 'Scarce'.,'Scarce' का विलोम चुनिए।,Rare,दुर्लभ,Limited,सीमित,Plentiful,प्रचुर,Small,छोटा,C,Scarce means insufficient or limited; plentiful is its opposite.,Scarce का अर्थ कम या सीमित है; Plentiful इसका विलोम है।,English Language,अंग्रेजी भाषा,Antonyms,विलोम शब्द,Easy,1,0.25
Fill in the blank: The train arrived ___ time.,रिक्त स्थान भरिए: The train arrived ___ time.,in,में,on,समय पर,at,पर,by,तक,B,The expression 'on time' means at the scheduled time.,'On time' का अर्थ निर्धारित समय पर होता है।,English Language,अंग्रेजी भाषा,Prepositions,पूर्वसर्ग,Easy,1,0.25
Choose the correct noun form of 'Beautiful'.,'Beautiful' का सही noun form चुनिए।,Beautify,सुंदर बनाना,Beauty,सुंदरता,Beautifully,सुंदरता से,Beautician,सौंदर्य विशेषज्ञ,B,The noun form of beautiful is beauty.,Beautiful का noun form Beauty है।,English Language,अंग्रेजी भाषा,Vocabulary,शब्दावली,Easy,1,0.25
Choose the correct adjective: It was a ___ story.,सही adjective चुनिए: It was a ___ story.,interest,रुचि,interested,रुचि रखने वाला,interesting,रोचक,interestingly,रोचक ढंग से,C,'Interesting' describes the story and functions as an adjective.,"'Interesting' story की विशेषता बताता है, इसलिए यह adjective है।",English Language,अंग्रेजी भाषा,Adjectives,विशेषण,Easy,1,0.25
Choose the correct adverb: He runs ___.,सही adverb चुनिए: He runs ___.,quick,तेज़,quickly,तेज़ी से,quicker,अधिक तेज़,quickness,तेज़ी,B,'Quickly' modifies the verb 'runs'.,"'Quickly', runs क्रिया की विशेषता बताता है।",English Language,अंग्रेजी भाषा,Adverbs,क्रिया-विशेषण,Easy,1,0.25
Choose the correct tense: They ___ dinner when I arrived.,सही tense चुनिए: They ___ dinner when I arrived.,have,रखते हैं,were having,खा रहे थे,are having,खा रहे हैं,had,खा चुके थे,B,The past continuous describes an action in progress when another past action occurred.,Past Continuous उस क्रिया को बताता है जो दूसरी past action के समय जारी थी।,English Language,अंग्रेजी भाषा,Tenses,काल,Medium,1,0.25
Choose the correct passive voice: People speak English worldwide.,सही Passive Voice चुनिए: People speak English worldwide.,English is spoken worldwide.,अंग्रेजी दुनिया भर में बोली जाती है।,English was spoken worldwide.,अंग्रेजी दुनिया भर में बोली गई।,English has spoken worldwide.,अंग्रेजी दुनिया भर में बोली है।,English speaks worldwide.,अंग्रेजी दुनिया भर में बोलती है।,A,The simple present passive is 'is/am/are + past participle'.,Simple Present Passive में 'is/am/are + past participle' का प्रयोग होता है।,English Language,अंग्रेजी भाषा,Active and Passive Voice,कर्तृवाच्य और कर्मवाच्य,Medium,1,0.25
"Change into indirect speech: She said, 'I will help you.'","Indirect Speech में बदलिए: She said, 'I will help you.'",She said that I would help her.,उसने कहा कि मैं उसकी मदद करूँगा।,She said that she would help me.,उसने कहा कि वह मेरी मदद करेगी।,She says that she will help me.,वह कहती है कि वह मेरी मदद करेगी।,She said that she will help you.,उसने कहा कि वह तुम्हारी मदद करेगी।,B,"'I' changes to 'she', 'you' to 'me', and 'will' to 'would' in reported speech.","Reported Speech में 'I' → 'she', 'you' → 'me' और 'will' → 'would' होता है।",English Language,अंग्रेजी भाषा,Direct and Indirect Speech,प्रत्यक्ष और अप्रत्यक्ष कथन,Medium,1,0.25
Choose the correct article: The Ganga is ___ sacred river.,सही article चुनिए: The Ganga is ___ sacred river.,a,एक,an,एक,the,वह,no article,कोई article नहीं,A,A singular countable noun mentioned generally takes 'a' before a consonant sound.,सामान्य रूप से प्रयुक्त singular countable noun के पहले consonant sound होने पर 'a' आता है।,English Language,अंग्रेजी भाषा,Articles,Articles,Easy,1,0.25
Choose the correct preposition: He is good ___ mathematics.,सही preposition चुनिए: He is good ___ mathematics.,in,में,at,में,on,पर,for,के लिए,B,The standard expression is 'good at' a subject or skill.,किसी विषय या कौशल में दक्षता के लिए 'good at' प्रयोग होता है।,English Language,अंग्रेजी भाषा,Prepositions,पूर्वसर्ग,Easy,1,0.25
Choose the correct modal: ___ I come in?,सही modal चुनिए: ___ I come in?,Must,अवश्य,May,क्या मैं आ सकता हूँ,Should,चाहिए,Need,ज़रूरत,B,'May I...?' is a polite way of asking for permission.,'May I...?' अनुमति माँगने का विनम्र तरीका है।,English Language,अंग्रेजी भाषा,Modal Verbs,सहायक क्रियाएँ,Easy,1,0.25
Choose the correct idiom meaning 'To reveal a secret'.,'To reveal a secret' के सही idiom को चुनिए।,Hit the nail on the head,बिल्कुल सही बात कहना,Spill the beans,राज़ खोलना,Break the ice,बातचीत शुरू करना,Once in a blue moon,बहुत कम,B,'Spill the beans' means to reveal secret information.,'Spill the beans' का अर्थ गुप्त जानकारी प्रकट करना है।,English Language,अंग्रेजी भाषा,Idioms and Phrases,मुहावरे और वाक्यांश,Medium,1,0.25
Choose the one-word substitution: A person who loves mankind.,'A person who loves mankind' के लिए एक शब्द चुनिए।,Misanthropist,मनुष्य-द्वेषी,Philanthropist,मानव-हितैषी,Pessimist,निराशावादी,Atheist,नास्तिक,B,A philanthropist is a person who promotes the welfare of others.,Philanthropist वह व्यक्ति है जो दूसरों के कल्याण को बढ़ावा देता है।,English Language,अंग्रेजी भाषा,One Word Substitution,एक शब्द प्रतिस्थापन,Medium,1,0.25
Choose the correct sentence.,सही वाक्य चुनिए।,She is senior than me.,वह मुझसे वरिष्ठ है।,She is senior to me.,वह मुझसे वरिष्ठ है।,She is senior from me.,वह मुझसे वरिष्ठ है।,She is more senior than me.,वह मुझसे अधिक वरिष्ठ है।,B,The adjective 'senior' is followed by the preposition 'to'.,Senior के बाद preposition 'to' का प्रयोग होता है।,English Language,अंग्रेजी भाषा,Sentence Improvement,वाक्य सुधार,Medium,1,0.25
Identify the error: He is one of the best player in the team.,त्रुटि पहचानिए: He is one of the best player in the team.,He is,वह है,one of the,में से एक,best player,श्रेष्ठ खिलाड़ी,in the team,टीम में,C,"After 'one of the', the noun should be plural: 'best players'.",'One of the' के बाद noun plural होना चाहिए: 'best players'.,English Language,अंग्रेजी भाषा,Error Detection,त्रुटि पहचान,Medium,1,0.25
"Choose the correct question tag: Let's go for a walk, ___?","सही question tag चुनिए: Let's go for a walk, ___?",will we,क्या हम,shall we,क्या हम चलें,do we,क्या हम करते हैं,aren't we,क्या हम नहीं हैं,B,The standard tag after 'Let's' is 'shall we?'.,'Let's' के बाद standard question tag 'shall we?' होता है।,English Language,अंग्रेजी भाषा,Question Tags,प्रश्न टैग,Medium,1,0.25
Choose the correct conjunction: He is poor ___ honest.,सही conjunction चुनिए: He is poor ___ honest.,and,और,but,लेकिन,or,या,because,क्योंकि,B,'But' contrasts two qualities: poor and honest.,'But' दो विपरीत गुणों—गरीब और ईमानदार—में contrast दिखाता है।,English Language,अंग्रेजी भाषा,Conjunctions,समुच्चयबोधक,Easy,1,0.25
Choose the correct pronoun: This pen is ___.,सही pronoun चुनिए: This pen is ___.,my,मेरा,mine,मेरा,me,मुझे,I,मैं,B,'Mine' is a possessive pronoun used independently.,'Mine' स्वतंत्र रूप से प्रयुक्त होने वाला possessive pronoun है।,English Language,अंग्रेजी भाषा,Pronouns,सर्वनाम,Easy,1,0.25
"Choose the correct form: By next year, she ___ her course.","सही रूप चुनिए: By next year, she ___ her course.",completes,पूरा करती है,completed,पूरा किया,will have completed,पूरा कर चुकी होगी,is completing,पूरा कर रही है,C,'By next year' indicates future perfect for an action completed before a future time.,"'By next year' भविष्य के एक समय से पहले पूर्ण होने वाली क्रिया बताता है, इसलिए Future Perfect सही है।",English Language,अंग्रेजी भाषा,Tenses,काल,Medium,1,0.25
Choose the synonym of 'Diligent'.,'Diligent' का समानार्थी चुनिए।,Lazy,आलसी,Hardworking,मेहनती,Careless,लापरवाह,Weak,कमज़ोर,B,Diligent means hardworking and careful in one's work.,Diligent का अर्थ मेहनती और अपने काम में सावधान होता है।,English Language,अंग्रेजी भाषा,Synonyms,समानार्थी शब्द,Easy,1,0.25
Choose the antonym of 'Generous'.,'Generous' का विलोम चुनिए।,Kind,दयालु,Liberal,उदार,Stingy,कंजूस,Helpful,सहायक,C,Stingy means unwilling to give or spend; it is the opposite of generous.,Stingy का अर्थ देने या खर्च करने में अनिच्छुक होना है; यह Generous का विलोम है।,English Language,अंग्रेजी भाषा,Antonyms,विलोम शब्द,Easy,1,0.25
Fill in the blank: She has been working here ___ five years.,रिक्त स्थान भरिए: She has been working here ___ five years.,since,से,for,के लिए,from,से,at,पर,B,'For' is used to express a duration of time.,समय की अवधि बताने के लिए 'for' का प्रयोग होता है।,English Language,अंग्रेजी भाषा,Prepositions,पूर्वसर्ग,Easy,1,0.25
Choose the correct sentence.,सही वाक्य चुनिए।,The news are true.,समाचार सही हैं।,The news is true.,समाचार सही है।,The news were true.,समाचार सही थे।,The news have true.,समाचार सही हैं।,B,'News' is treated as a singular uncountable noun in standard English.,"Standard English में 'news' singular uncountable noun माना जाता है, इसलिए 'is' आता है।",English Language,अंग्रेजी भाषा,Subject-Verb Agreement,कर्ता-क्रिया सामंजस्य,Medium,1,0.25
